"","tad","lambdan","pvalue","n","max.lambdan"
"24","chr10:1230000-3080000","-1.3692086798839747","0.1709340535692997","38","2.4208254492472396"
"25","chr10:20050000-21060000","-0.36868321377940144","0.7123638621502809","21","1.8193011857476418"
"26","chr10:27680000-28700000","-0.34807085004227595","0.7277869754347305","21","1.8170029408728312"
"27","chr10:109070000-110300000","-0.2140775058567845","0.8304866168947751","25","1.7324740140366948"
"28","chr10:3210000-4750000","-1.4609994333307952","0.14401559694173735","31","2.3956859948961475"
"29","chr10:6460000-7830000","-1.7493187226332023","0.08023594139370663","28","2.38107849994902"
"30","chr10:119210000-120050000","-0.5783629317313888","0.56301911475432","17","1.9141271345082185"
"31","chr10:22270000-23380000","-0.8145719238616209","0.4153173868840665","23","2.083739906912446"
"32","chr10:98120000-99040000","-0.8825292506709487","0.3774906689331491","19","2.0573316189102275"
"33","chr10:54570000-55330000","-0.4937656496732469","0.6214716951170287","16","1.816034696174853"
"34","chr10:98120000-99140000","-1.0738564268978943","0.2828870350986554","21","2.0562560735419257"
"35","chr10:7880000-9340000","-0.8944901937222965","0.37105967422110553","30","1.9971364794673363"
"36","chr10:72170000-73580000","-0.7946542238607053","0.42681466708705706","29","2.138788314605654"
"37","chr10:35910000-37160000","-0.5509924006729148","0.5816388839928518","26","1.9967385467874463"
"38","chr10:93130000-93670000","-0.36098493792152786","0.7181107067820647","12","1.6718990626320087"
"39","chr10:72650000-73470000","-1.0542379712401186","0.291773979553999","17","2.0280764896137486"
"40","chr10:91530000-92470000","-0.7388681801036461","0.4599870459170563","20","1.7610225294261326"
"41","chr10:102800000-103540000","-0.4854629539200515","0.6273479852497099","15","1.7789135385617394"
"42","chr10:100210000-101080000","-0.33981650256563956","0.7339947194442231","18","1.7533594435408317"
"43","chr10:130820000-131970000","-1.005290197862743","0.3147571336514662","24","2.180701471056033"
"44","chr10:62560000-63470000","-0.6253036769784615","0.5317717671508284","19","1.8539203334442855"
"45","chr10:76000000-76990000","-1.255703854790999","0.2092233611006009","20","2.2569720192089675"
"46","chr10:68740000-69340000","-0.21061802184632697","0.8331853483542725","13","1.59846674658157"
"47","chr10:114230000-115340000","-0.7088898229239765","0.47839285107508345","23","1.9685125667337395"
"48","chr10:67160000-67840000","-0.29157545696891507","0.7706112429001262","14","1.6181046349432497"
"49","chr10:64190000-64900000","-0.8610324805783949","0.3892201542350341","15","1.9112908298628923"
"50","chr10:115430000-115920000","-0.2542240000213809","0.7993225102161584","11","1.7144119075654638"
"51","chr10:104480000-105120000","-0.37511812843780473","0.7075726152779414","14","1.6389447804511366"
"52","chr10:85880000-86320000","-0.9275938268425026","0.35361830108620673","10","2.0597942386421813"
"53","chr10:116030000-116900000","-1.1352633049369352","0.2562650122440737","18","2.0177704644167247"
"54","chr10:4860000-5420000","-0.29093505951753584","0.7711009869073601","12","1.6341648472454176"
"55","chr10:6770000-7830000","-1.389077493524852","0.16480918678838608","22","2.298425410581798"
"56","chr10:117500000-118150000","-0.6275970361640023","0.5302679507779609","13","1.7255899115261881"
"57","chr10:133990000-134480000","-1.4311832804164057","0.15237769406941185","11","2.0653615977165978"
"58","chr10:78900000-79470000","-0.3534119348069186","0.7237796397025771","12","1.7887626986872098"
"59","chr10:69590000-70090000","-1.1173099504967916","0.2638618224081961","11","2.1287194551307618"
"60","chr10:30970000-32100000","-2.617679548842329","0.008852989983375192","23","2.5961269472925412"
"61","chr10:118420000-118940000","-0.3205417069779325","0.7485577192017039","11","1.6919088597797798"
"62","chr10:32740000-33440000","-0.28170935228884303","0.7781663827287411","15","1.7270409896148653"
"63","chr10:15910000-16850000","-0.5742300444747308","0.565812140786051","19","1.7848830779067462"
"64","chr10:23410000-24000000","-0.4465085498819801","0.655229938009376","12","1.703384264498738"
"65","chr10:77040000-77790000","-0.7300320282417908","0.4653706074134898","16","2.1750319759323227"
"66","chr10:32120000-32660000","-0.737303002890409","0.46093810649769895","12","1.7434361285491793"
"67","chr10:121710000-122560000","-0.8443359706087349","0.39848169103982034","18","1.8689164288076614"
"68","chr10:105450000-106010000","-0.6805899394235599","0.49613099456851384","12","1.7947077751246838"
"69","chr10:101540000-101990000","-0.7290144833298544","0.4659928030631957","10","1.7723493722137103"
"70","chr10:15250000-15860000","-0.5980197034134886","0.5498267860937844","13","1.842378820562337"
"71","chr10:26010000-26560000","-0.07302344046014785","0.9417874645141201","12","1.6082852429361887"
"72","chr10:120790000-121310000","-0.7460094694242178","0.4556616947723027","12","1.8799768306175642"
"73","chr10:96890000-97370000","-0.4688877628136525","0.639149863717895","11","1.6993005140249482"
"74","chr10:82410000-82970000","-0.665404608551232","0.5057917380796768","12","1.9246633800366726"
"75","chr10:100510000-101060000","-0.3524388350184709","0.7245091818073379","12","1.8415325256986839"
"76","chr10:24880000-25360000","-0.6706778668278226","0.5024257656716564","11","1.728653749733356"
"77","chr10:89580000-90310000","-1.6833775509763058","0.09230202623569855","16","2.119416423245967"
"78","chr10:64930000-65490000","-0.5877432272430589","0.5567046559779967","12","1.7689025670145497"
"79","chr10:70170000-70690000","-0.899168699580254","0.36856280973655353","11","2.1459102520864928"
"80","chr10:33600000-34380000","-1.0000623047627615","0.31728035694504353","16","2.0324626282420812"
"81","chr10:109140000-110020000","-0.6576915344899623","0.5107363631733091","19","1.7319913754217733"
"82","chr10:124770000-125320000","-0.6314343675253132","0.527756550607295","12","1.7970107339073491"
"83","chr10:24260000-24840000","-0.18049234334528685","0.8567660648133202","12","1.6278500286367144"
"84","chr10:91000000-91490000","-0.05143030652279832","0.9589826356086566","10","1.4164390954880408"
"85","chr10:87280000-88130000","-0.42135758022979014","0.6734939899201284","18","1.9510659849788383"
"86","chr10:28920000-29620000","-0.3327732040373762","0.7393054866144865","15","1.7239681505681184"
"87","chr10:61850000-62430000","-0.797846220223725","0.4249597354832577","12","1.9638046389999864"
"88","chr10:79800000-80990000","-0.6483614385195021","0.516751205116623","24","1.7472139686653534"
"89","chr10:85160000-85630000","-0.40645253625226213","0.6844101247631409","10","1.6643724014621992"
"90","chr10:50170000-50730000","-0.7178455969465675","0.4728524952458969","12","1.9475867314893356"
"91","chr10:120290000-120720000","-0.47448477229344976","0.6351542543563841","10","1.7534826948143678"
"92","chr10:107520000-108000000","-0.21828480337075482","0.8272072141383318","10","1.8072968089972343"
"93","chr10:122680000-123480000","-0.31878478217563555","0.7498897187676927","17","1.7382299013298614"
"94","chr10:25430000-25910000","-0.621777911434376","0.5340879125964011","11","1.8437134271252953"
"95","chr10:112830000-113360000","-0.538983710129052","0.5898980947477859","12","1.6782376933849021"
"96","chr10:103890000-104390000","-0.594097585570279","0.5524468456642135","11","1.7823919996851896"
"97","chr10:16870000-17320000","-0.4240416205768063","0.6715354599508911","10","1.6708886884520395"
"98","chr10:71190000-71820000","-0.5106669531182393","0.6095842847669627","14","1.9832330656447357"
"99","chr10:74120000-74640000","-0.5770623326655764","0.5638973486154921","11","1.6510322580400096"
"100","chr10:35360000-35860000","-0.5126479021371821","0.608197638745114","11","1.7928692769348953"
"101","chr10:21780000-22250000","-0.9401478206462337","0.3471417424402078","10","1.98391269675261"
"102","chr10:116030000-116570000","-0.5898365923417254","0.5553002075955353","12","1.8152745554488203"
"103","chr10:53230000-53730000","-0.5468300287323749","0.5844955107464993","11","1.6510546066101868"
"104","chr10:44160000-44880000","-0.6605956791941616","0.508871640714466","15","1.9187468271825148"
"105","chr10:126710000-127370000","-0.650864239640857","0.515134127419953","14","1.8127967832896479"
"106","chr10:74990000-75490000","-0.5118777627190889","0.6087365622203036","11","1.6985331046537673"
"107","chr10:13170000-13620000","-0.8699782555577081","0.3843122874153099","10","1.8825338974317458"
"108","chr10:13640000-14220000","-1.013871388786773","0.3106441252845814","13","1.9497400806797587"
"109","chr10:12270000-12750000","-0.7036994477424768","0.48161996434370036","10","1.798675140455707"
"110","chr10:61380000-61820000","-0.7290041905067016","0.4659990991494558","10","1.726153838021117"
"111","chr10:44930000-45370000","-0.28018140320189766","0.7793383336043257","10","1.479493350762577"
"112","chr10:98340000-98780000","-0.4347893804367222","0.6637153138803196","10","1.7448144733877142"
"113","chr10:109140000-109570000","-0.7831715148866145","0.4335263998359","10","1.629473185336157"
"114","chr10:15950000-16410000","-0.3680583612599985","0.7128297177748877","10","1.7418904872955985"
"115","chr10:76020000-76490000","-0.3668623409374968","0.7137217033556729","10","1.6481811844807281"
"116","chr10:8070000-8510000","-0.3329286931752662","0.739188109770708","10","1.7608421949340802"
"117","chr11:48180000-50770000","-1.9188748471359869","0.05500017457235563","53","2.239038693307183"
"118","chr11:68860000-69470000","-1.025397985073833","0.3051754385352107","13","1.8625712781834558"
"119","chr11:48190000-49610000","-1.1862639726415574","0.2355180695682062","30","2.083199711688479"
"120","chr11:54800000-55550000","-0.19081729701675845","0.8486687366224455","15","1.7302873395756164"
"121","chr11:50040000-50750000","-0.7684439378173241","0.4422234852753375","15","1.7569785086070122"
"122","chr11:96440000-97070000","-0.6850505882089638","0.4933119989114585","14","1.8517374746692976"
"123","chr11:46720000-47730000","-1.0828178171394887","0.27888929552976105","21","2.110695107150546"
"124","chr11:114560000-116580000","-1.1120643626751965","0.266110477960262","41","2.298148599767454"
"125","chr11:35560000-36540000","-1.0765832747999955","0.281666479505399","20","2.2048198201214024"
"126","chr11:114990000-116570000","-1.1949462944332987","0.23210801379396073","33","2.1016920272697006"
"127","chr11:129710000-130800000","-0.49302043671135387","0.6219981471988434","22","1.8616580910233949"
"128","chr11:126290000-127660000","-0.4614372498466694","0.6444849317723542","29","1.81919384710078"
"129","chr11:72420000-73000000","-0.6143270651447252","0.5389992210831118","12","1.6556628680308743"
"130","chr11:110320000-111370000","-0.6593283877817819","0.5096849169480249","22","1.91547461120161"
"131","chr11:34530000-35460000","-1.3916095786432876","0.16404065669391643","20","2.0958680296000556"
"132","chr11:120200000-121480000","-1.8294500663168967","0.06733221319985154","26","2.368991765602002"
"133","chr11:13760000-14480000","-0.6156368664863603","0.5381342137790854","15","1.9702174007761672"
"134","chr11:15290000-16720000","-0.6598096085466818","0.5093760164705248","30","1.9723583286081237"
"135","chr11:26300000-27180000","-0.011557573214741726","0.990778596067411","18","1.6710732895874136"
"136","chr11:105930000-107120000","-0.07162899595065958","0.9428971639062282","25","1.7364344595931205"
"137","chr11:26300000-27520000","-0.6713198074396244","0.5020168190195335","25","1.8311417811851054"
"138","chr11:19040000-20390000","-0.4904232232420046","0.6238344466578921","28","1.8274531739751947"
"139","chr11:55670000-56570000","-0.14794486694984602","0.8823862790814466","19","1.8892678121980286"
"140","chr11:20670000-22160000","-0.7850931619955899","0.4323989486317523","31","1.9303627228241187"
"141","chr11:60530000-61190000","-0.5559844838572732","0.5782214618970403","14","1.8425634630531962"
"142","chr11:59500000-60520000","-2.227628656766146","0.025905288070064186","21","2.305787356060754"
"143","chr11:6800000-7820000","-0.7916321721046019","0.4285751821754603","21","2.0123223810579005"
"144","chr11:10890000-12310000","-0.9012321433620853","0.36746490394423803","30","1.9490724340271302"
"145","chr11:126190000-127410000","-0.48981051043205653","0.6242679925656136","26","1.9136432669107986"
"146","chr11:44090000-45810000","-0.666623002518527","0.5050129723499437","36","2.1890746663778824"
"147","chr11:31360000-32240000","-0.7349480555210377","0.4623711299618788","18","1.9128664558265533"
"148","chr11:10800000-12010000","-0.5624810602215994","0.5737883042509824","25","1.934368225740495"
"149","chr11:111400000-111960000","-0.6509933409627953","0.5150507854686587","12","1.6751197278343226"
"150","chr11:61480000-62090000","-0.28236482094732385","0.7776637867316498","13","1.684875945493757"
"151","chr11:128880000-129660000","-0.943932695483088","0.34520404288262707","17","1.9612935796094668"
"152","chr11:119260000-120030000","-1.0224047669090306","0.3065893652946734","16","2.192148684977334"
"153","chr11:92660000-93420000","-0.7083118309361968","0.47875163168278356","16","2.1289125420993202"
"154","chr11:116610000-117100000","-0.38219086396252766","0.7023197979148013","10","1.5690627130756518"
"155","chr11:15650000-16710000","-0.6923749302799582","0.48870190526218826","22","1.8728745207133093"
"156","chr11:101260000-101900000","-0.6740398625141188","0.5002859709076618","13","1.8129374259386373"
"157","chr11:128030000-128720000","-0.8966475052656572","0.36990704038318567","15","1.9133573720790904"
"158","chr11:84430000-85280000","-0.6752504546979757","0.49951665591722827","18","2.0059888847097485"
"159","chr11:109710000-110310000","-0.4218930620070607","0.6731030743741312","13","1.7232949998625333"
"160","chr11:70310000-71120000","-0.6492980665723849","0.5161457352168346","17","1.848491490445167"
"161","chr11:129730000-130230000","-0.6050852607688648","0.5451223471068265","11","1.8596702277681971"
"162","chr11:41520000-42530000","-1.0476062877528853","0.29482003930106415","21","1.8488084158128664"
"163","chr11:108830000-109660000","-0.40326457502671637","0.6867535992850102","18","1.8656933449411652"
"164","chr11:124490000-125300000","-1.2580491575336508","0.20837397888654186","17","2.046890940210286"
"165","chr11:75110000-76220000","-1.5100882374408262","0.13102091049163775","23","2.2976064058767793"
"166","chr11:123630000-124460000","-0.48037485393369","0.6309608714832722","18","1.8855145271477607"
"167","chr11:110340000-111120000","-0.4310694864198833","0.6664178466860029","17","1.919288617487883"
"168","chr11:10930000-11810000","-0.2678729617069171","0.7887971067685091","19","1.842440080644874"
"169","chr11:9780000-10760000","-0.37488176835127296","0.7077483986853201","21","1.7405786138436758"
"170","chr11:75110000-76420000","-1.7621791880256932","0.07803902725907375","27","2.4533987599308396"
"171","chr11:131570000-132840000","-0.5615695705613157","0.5744093176427407","26","1.9562003664625922"
"172","chr11:115190000-116140000","-0.8211575709642435","0.41155652078620786","20","1.8144661416319885"
"173","chr11:87830000-88270000","-0.7023296331093797","0.48247361717562853","10","1.7501041103327217"
"174","chr11:81320000-81950000","-0.2245494053958184","0.8223298282971732","13","1.652793760452545"
"175","chr11:9170000-9770000","-1.058371215923157","0.28988623686917114","13","1.8285994238730778"
"176","chr11:64540000-65330000","-0.6078554578935363","0.5432833437358919","17","1.8496044152865148"
"177","chr11:71500000-72170000","-0.44109802815867744","0.6591420309637506","14","1.7491919898159056"
"178","chr11:112160000-113150000","-0.1944287595691355","0.8458401726913434","20","1.7627867296566813"
"179","chr11:86130000-86560000","-0.10666436286276111","0.9150552555821422","10","1.5480191716324587"
"180","chr11:68360000-68850000","-1.4403746268439142","0.14976143825402902","10","1.9384781245940466"
"181","chr11:35580000-36280000","-0.9663120332020741","0.33388806656496917","15","2.2901135032608364"
"182","chr11:121520000-122420000","-0.57396877474617","0.5659889315477211","19","1.903435556361956"
"183","chr11:93560000-94660000","-0.8851112905603572","0.3760966105509498","23","2.1178217094589256"
"184","chr11:22340000-22860000","-0.5395192804924115","0.5895285969316552","12","1.917956673810148"
"185","chr11:19130000-19570000","-0.7494389163466376","0.453592702429075","10","1.9787645059616519"
"186","chr11:16760000-17570000","-1.315520208000958","0.1883351303798667","17","2.2422080335808245"
"187","chr11:22910000-23470000","-0.19696872568780052","0.8438520116100872","12","1.6162429117274533"
"188","chr11:11810000-12310000","-0.9154799901181354","0.35993970245305196","11","1.8686282696996317"
"189","chr11:99060000-99660000","-0.13404750854431371","0.8933650070205913","13","1.6294897188927762"
"190","chr11:42710000-43310000","-0.6783898458367391","0.4975245455892182","13","1.7478560631991829"
"191","chr11:28750000-29370000","-0.6917217832494768","0.4891120644878202","13","1.7189555395389349"
"192","chr11:123630000-124220000","-0.11868834502314483","0.9055222705990298","13","1.7163710932956733"
"193","chr11:29440000-30100000","-0.49398948196566306","0.6213136076928422","14","1.9285959558954437"
"194","chr11:8990000-9540000","-0.7844899205701393","0.4327526939627854","12","1.774279567173199"
"195","chr11:107880000-108540000","-1.4147285090259967","0.15714811219629837","14","2.0800438375409716"
"196","chr11:30370000-30950000","-0.17488578341525687","0.8611693813071747","12","1.5377524275374044"
"197","chr11:122940000-123450000","-0.8627537708769232","0.3882728614678579","11","1.9847143851007911"
"198","chr11:95530000-96150000","-0.30476367437375834","0.7605461497912738","13","1.6529640682228774"
"199","chr11:66110000-67000000","-1.011249315966096","0.3118971176450476","18","1.832690759245591"
"200","chr11:12960000-13410000","-0.9375728656858356","0.34846396130755364","10","2.019232787083312"
"201","chr11:33820000-34520000","-1.1633559757969512","0.24468510348382977","15","1.986708590320088"
"202","chr11:62670000-63200000","-0.4004543958249152","0.6888218663761494","11","1.782883445009959"
"203","chr11:132940000-133710000","-0.7481754735713851","0.4543543227352719","17","2.099944363319342"
"204","chr11:130310000-130760000","-0.2875560708562071","0.7736865754678821","10","1.5925083522968155"
"205","chr11:130840000-131550000","-0.5063908331946275","0.612582308462482","15","1.9665813608790326"
"206","chr11:93570000-94240000","-0.327975983390626","0.7429298216221784","14","1.6268167914578953"
"207","chr11:19060000-19940000","-0.45255119441429575","0.6508719493554199","18","1.8744391921503307"
"208","chr11:14540000-15240000","-0.16729871099769245","0.8671350183212768","15","1.8117831812450103"
"209","chr11:94880000-95500000","-0.8435013329234771","0.3989481206008999","13","1.7223342185959354"
"210","chr11:13780000-14270000","-0.2782496731070012","0.7808207061404938","11","1.619329906897701"
"211","chr11:12340000-12930000","-0.9964172722917599","0.3190474442160771","13","2.159814188613142"
"212","chr11:27720000-28400000","-3.59301229931589","0.00032687715261419276","14","2.442128447663685"
"213","chr11:18120000-18790000","-1.0980969598016102","0.27216215275947764","14","1.937054977653272"
"214","chr11:126300000-126990000","-0.0539729862164593","0.9569566867370717","14","1.6620768590258774"
"215","chr11:83000000-83520000","-0.4724170841761145","0.6366291124095645","11","1.6619439013126458"
"216","chr11:65380000-65810000","-0.1459966854129857","0.8839240050485734","10","1.4553263221415227"
"217","chr11:124760000-125280000","-0.296169623618161","0.7671005455677974","11","1.7207707091064113"
"218","chr11:34930000-35420000","-1.0923205941733725","0.2746922114314331","11","1.9606133209606036"
"219","chr11:83540000-84090000","0.025700680863115888","0.9794960807872386","12","1.5215225078846848"
"220","chr11:120370000-120820000","-0.4348022315319026","0.6637059850094442","10","1.5640630257391614"
"221","chr11:78350000-78840000","-0.25252323602217136","0.8006366561843808","10","1.6214709858320462"
"222","chr11:64540000-65090000","-0.6114358439162177","0.5409110791412857","12","1.831551853362496"
"223","chr11:9780000-10370000","-0.5953812549630065","0.5515886526068421","13","1.6617522150183757"
"224","chr11:44110000-44560000","-0.7945792727893128","0.4268582792587262","10","1.8362366195054454"
"225","chr11:66120000-66650000","-0.9593025417679358","0.33740635528134455","11","2.0565464239445053"
"226","chr11:103530000-104040000","-0.9172121631522454","0.3590314743611557","11","1.9264628595679785"
"227","chr11:122440000-122920000","-0.7037704218897908","0.48157575647021356","11","1.85290399939204"
"228","chr11:104450000-105030000","-0.17054631942321624","0.8645805102516886","12","1.5911717342006053"
"229","chr11:121530000-122000000","-0.44574198972864804","0.6557836296479584","10","1.6059221956914989"
"230","chr11:57090000-57580000","-0.9289488882080418","0.3529155752667894","11","1.8646559859761507"
"231","chr11:32320000-32810000","0.002032747248784982","0.9983781034711428","11","1.4721181978750661"
"232","chr11:57600000-58280000","-0.739299822448208","0.4597249571105143","14","1.7892866535680825"
"233","chr11:113160000-113610000","-0.7064227549388947","0.4799252741688911","10","1.8654616452777057"
"234","chr11:45850000-46360000","-0.8999540840427191","0.368144686316335","11","1.8192430951202763"
"235","chr11:79390000-79880000","-0.6337099424795974","0.5262701351325387","11","1.85765224637233"
"236","chr11:67770000-68230000","-0.5427141849059861","0.5873266061382995","10","1.6886450000115758"
"237","chr11:134140000-134940000","-0.5292132881778929","0.5966574996544645","17","1.865758465523526"
"238","chr11:115630000-116090000","-1.0161546914972284","0.3095557283949987","10","1.8200048666487139"
"239","chr12:60280000-62590000","-0.3378428079337578","0.735481648519749","47","1.9389738390062041"
"240","chr12:86420000-88390000","-0.36634827460527014","0.7141052116391042","40","1.8746514164524544"
"241","chr12:60940000-62200000","-0.5422019139583005","0.5876794169438726","26","1.7742848644154718"
"242","chr12:60920000-62420000","-0.478297956443532","0.632438150662086","31","1.7135230669386738"
"243","chr12:33180000-34140000","-0.2409114611083198","0.8096237390413993","20","1.913695781580798"
"244","chr12:28200000-29000000","-1.179869161342012","0.23805225689484832","16","2.047013260443606"
"245","chr12:104230000-105570000","-1.8079322977186643","0.07061703826444592","28","2.417723006909521"
"246","chr12:97180000-98850000","-1.348918652877945","0.17736309620568236","34","2.191784763504651"
"247","chr12:65160000-66520000","-0.9456721285211438","0.34431584253532765","28","1.995954420899482"
"248","chr12:58620000-59590000","-0.8575930405466639","0.39111721929167","20","1.8757821766227587"
"249","chr12:131580000-132400000","-0.68446625224133","0.49368079271771403","17","1.9597224159264148"
"250","chr12:37850000-38480000","-0.637616615223431","0.523723277196618","13","1.8057410738499302"
"251","chr12:11680000-12900000","-2.01018444379916","0.04441167123028394","25","2.116259118022427"
"252","chr12:29600000-30980000","-2.289117649075188","0.02207251763690135","28","2.561774063230482"
"253","chr12:37850000-38680000","-0.6691052477706455","0.5034283426464058","17","1.8333833314642551"
"254","chr12:38710000-39670000","-2.0586782464859374","0.039525071475517495","20","2.4789505167926285"
"255","chr12:128970000-130490000","-1.1059696555306493","0.2687396536031026","31","2.07140961035243"
"256","chr12:13010000-14230000","-2.316458281707042","0.020533259734110763","25","2.2969330500930916"
"257","chr12:96960000-98850000","-1.2762662164031262","0.20186142829080866","38","2.2338840539681235"
"258","chr12:54970000-56040000","-0.8365852903409914","0.4028257167132425","22","1.9071013936499162"
"259","chr12:13410000-14240000","-1.7801694697292343","0.07504823021782848","17","2.2916430979597866"
"260","chr12:27880000-29130000","-1.3138536627218562","0.1888954547958237","26","2.3009830627417487"
"261","chr12:23320000-24980000","-0.7054432114686471","0.48053446072663264","34","2.062234600830253"
"262","chr12:38710000-39310000","-1.2421804391383102","0.21416999510397194","13","2.199444866685059"
"263","chr12:78670000-79770000","-0.8241929977953333","0.40982990506443095","23","1.853112781754786"
"264","chr12:31440000-32500000","-2.4846993362389007","0.012966089334629978","22","2.4108943848459727"
"265","chr12:109600000-110280000","-0.44242649826530706","0.6581806075558148","14","1.668270817507772"
"266","chr12:91740000-93090000","-0.5658307775784365","0.571508821965528","28","2.14210158393642"
"267","chr12:51800000-53390000","-1.0066816009704662","0.314087806617683","32","2.004795925893584"
"268","chr12:58360000-59590000","-0.9498518507329673","0.3421875352402679","25","2.082552970064057"
"269","chr12:108060000-108900000","-0.6824190308967341","0.4949740254326158","17","1.8373875168482408"
"270","chr12:48240000-49060000","-0.6523679134963393","0.5141638583088834","18","1.9362711394455296"
"271","chr12:97370000-98810000","-1.4046504250870753","0.16012525421924462","30","2.1490820457212463"
"272","chr12:75870000-76970000","-2.2122104220431855","0.02695212906732803","23","2.5618363431350732"
"273","chr12:131300000-132400000","-1.1996905125794148","0.23025955904634376","22","2.0934367628691914"
"274","chr12:78520000-79770000","-0.6008843026549271","0.5479170490944516","26","1.9721530253733712"
"275","chr12:3960000-4660000","-1.0408727945016343","0.2979345895959906","15","1.9734365617784686"
"276","chr12:18280000-19390000","-0.7793935520935218","0.435747920927852","23","2.025058843787821"
"277","chr12:46380000-47410000","-0.9582029770236764","0.3379604163483395","22","2.1075724477181565"
"278","chr12:11670000-12500000","-0.6250922586726686","0.5319105084524405","17","1.834826254821981"
"279","chr12:118840000-120080000","-0.21851186861792213","0.8270303119206646","26","1.7762420526750688"
"280","chr12:28200000-28780000","-0.6384826650219226","0.5231595348199773","12","1.844634712799194"
"281","chr12:110330000-111280000","-1.631816084961012","0.1027182357971797","20","2.4385707673042014"
"282","chr12:124260000-125390000","-0.15889545208952421","0.8737512438810119","23","1.9337692267068285"
"283","chr12:55080000-55530000","-0.648129232837378","0.5169013680877097","10","1.7110271985368561"
"284","chr12:44330000-45350000","-0.4420353981960117","0.6584635908869665","21","1.7397387911754671"
"285","chr12:1910000-2780000","-0.9176986554192205","0.35877665180669815","18","2.0491484304998684"
"286","chr12:8650000-9240000","-0.8889577396624256","0.37402579231549515","12","1.8867908169214975"
"287","chr12:10910000-11640000","-0.7772005860938581","0.4370404364926972","15","1.7748343307340186"
"288","chr12:5230000-6040000","-0.5184235043258782","0.6041628190226468","17","1.899308675912096"
"289","chr12:77420000-78350000","-0.9469483312761727","0.3436651082045541","19","1.9487166466000623"
"290","chr12:92160000-93080000","-0.08844852810242285","0.9295201925504164","19","1.7573907663515909"
"291","chr12:106750000-107340000","-0.22026147863346893","0.8256675190375937","12","1.7537944514409007"
"292","chr12:88450000-89390000","-0.8664062167143963","0.3862674359636197","19","1.8327343855009897"
"293","chr12:98930000-99410000","-1.7586717048630123","0.07863328602578741","11","2.3725778235013575"
"294","chr12:112120000-112910000","-0.3233987147465718","0.7463933027743108","17","1.717142786948779"
"295","chr12:94510000-95410000","-0.8147370911599212","0.4152228172385184","19","1.8531467638766854"
"296","chr12:80780000-81550000","-1.126947285148965","0.2597647694897085","16","1.9061279475634532"
"297","chr12:70240000-70990000","-0.579781081235436","0.5620622572023263","16","1.8248553073800855"
"298","chr12:54150000-54850000","-1.5204058825256126","0.12840899694102842","14","2.4338324668206717"
"299","chr12:68600000-69200000","-0.6898440147485857","0.4902922860294463","12","1.8381716260363863"
"300","chr12:14340000-14860000","-1.173441813029494","0.2406186778441496","12","2.0896394598744354"
"301","chr12:45510000-46360000","-1.3956155278735427","0.16283030391884057","18","2.4104117263414286"
"302","chr12:102290000-103200000","-1.4547099081333825","0.14574958842072","19","2.094073649953683"
"303","chr12:74390000-74930000","-0.6676989737285117","0.5043257652430735","12","1.7833371318513271"
"304","chr12:108350000-108900000","-0.3792413717004545","0.7045086319482089","11","1.8527239448209794"
"305","chr12:82030000-82720000","-0.523792619718672","0.6004227871635559","15","1.8819447203786408"
"306","chr12:75070000-75680000","-0.4144682060913373","0.678531246813135","13","1.7131249561850452"
