,tad,lambdan,p-value,n,max.lambdan
32,chr10:98120000-99040000,0.090136848,0.928178468,19,2.057331619
33,chr10:54570000-55330000,-0.415811664,0.677547823,16,1.816034696
34,chr10:98120000-99140000,-0.045558128,0.963662444,21,2.056256074
35,chr10:7880000-9340000,-0.233467957,0.815398049,30,1.997136479
36,chr10:72170000-73580000,-0.549114827,0.582926651,29,2.138788315
37,chr10:35910000-37160000,-0.102216667,0.918584699,26,1.996738547
38,chr10:93130000-93670000,-0.269514848,0.787533518,12,1.671899063
39,chr10:72650000-73470000,-0.30746059,0.758492816,17,2.02807649
40,chr10:91530000-92470000,-0.358142864,0.720236403,20,1.761022529
41,chr10:102800000-103540000,-0.310284123,0.756344904,15,1.778913539
42,chr10:100210000-101080000,-0.10654204,0.915152302,18,1.753359444
43,chr10:130820000-131970000,0.166724377,0.867586924,24,2.180701471
44,chr10:62560000-63470000,-0.63680656,0.524250852,19,1.853920333
45,chr10:76000000-76990000,-0.451373148,0.651720633,20,2.256972019
46,chr10:68740000-69340000,-0.347784249,0.72800222,13,1.598466747
47,chr10:114230000-115340000,-0.112381498,0.910520925,23,1.968512567
48,chr10:67160000-67840000,-0.438154034,0.661274627,14,1.618104635
49,chr10:64190000-64900000,-0.004337598,0.996539108,15,1.91129083
50,chr10:115430000-115920000,-0.292311452,0.770048503,11,1.714411908
51,chr10:104480000-105120000,-0.172327403,0.863180142,14,1.63894478
52,chr10:85880000-86320000,0.304467712,0.760771588,10,2.059794239
53,chr10:116030000-116900000,-0.1908673,0.84862956,18,2.017770464
54,chr10:4860000-5420000,-0.3076126,0.758377131,12,1.634164847
55,chr10:6770000-7830000,0.292874631,0.76961798,22,2.298425411
56,chr10:117500000-118150000,-0.140783778,0.888040759,13,1.725589912
57,chr10:133990000-134480000,-0.433391514,0.664730364,11,2.065361598
58,chr10:78900000-79470000,-0.360261928,0.718651268,12,1.788762699
59,chr10:69590000-70090000,0.327459446,0.743320411,11,2.128719455
60,chr10:30970000-32100000,0.913660991,0.360895008,23,2.596126947
61,chr10:118420000-118940000,-0.421389709,0.673470533,11,1.69190886
62,chr10:32740000-33440000,-0.246664671,0.80516775,15,1.72704099
63,chr10:15910000-16850000,-0.234635492,0.81449166,19,1.784883078
64,chr10:23410000-24000000,-0.338675471,0.734854221,12,1.703384264
65,chr10:77040000-77790000,-0.797755886,0.425012166,16,2.175031976
66,chr10:32120000-32660000,-0.228488314,0.81926664,12,1.743436129
67,chr10:121710000-122560000,-0.018251403,0.985438296,18,1.868916429
68,chr10:105450000-106010000,-0.47757605,0.632951981,12,1.794707775
69,chr10:101540000-101990000,-0.363924748,0.715914203,10,1.772349372
70,chr10:15250000-15860000,-0.058168706,0.953614247,13,1.842378821
71,chr10:26010000-26560000,-0.357545741,0.72068329,12,1.608285243
72,chr10:120790000-121310000,-0.178080281,0.858659928,12,1.879976831
73,chr10:96890000-97370000,-0.295244063,0.767807444,11,1.699300514
74,chr10:82410000-82970000,-0.00557608,0.995550955,12,1.92466338
75,chr10:100510000-101060000,-0.004014571,0.996796844,12,1.841532526
76,chr10:24880000-25360000,-0.326487599,0.74405547,11,1.72865375
77,chr10:89580000-90310000,0.059881001,0.952250412,16,2.119416423
78,chr10:64930000-65490000,-0.301574559,0.762976405,12,1.768902567
79,chr10:70170000-70690000,0.396508494,0.691729943,11,2.145910252
80,chr10:33600000-34380000,-0.410215356,0.681647977,16,2.032462628
81,chr10:109140000-110020000,-0.043297838,0.965464114,19,1.731991375
82,chr10:124770000-125320000,-0.275645219,0.782820575,12,1.797010734
83,chr10:24260000-24840000,-0.449857993,0.652812839,12,1.627850029
84,chr10:91000000-91490000,-0.302198575,0.76250069,10,1.416439095
85,chr10:87280000-88130000,-0.723894411,0.469130562,18,1.951065985
86,chr10:28920000-29620000,-0.122767794,0.902290978,15,1.723968151
87,chr10:61850000-62430000,0.098927104,0.921196149,12,1.963804639
88,chr10:79800000-80990000,-0.336033884,0.736845315,24,1.747213969
89,chr10:85160000-85630000,-0.21296648,0.831353108,10,1.664372401
90,chr10:50170000-50730000,0.03390673,0.972951527,12,1.947586731
91,chr10:120290000-120720000,-0.258014175,0.796395967,10,1.753482695
92,chr10:107520000-108000000,-0.594174189,0.552395614,10,1.807296809
93,chr10:122680000-123480000,-0.420873657,0.673847342,17,1.738229901
94,chr10:25430000-25910000,-0.202449542,0.839565302,11,1.843713427
95,chr10:112830000-113360000,-0.241648814,0.809052294,12,1.678237693
96,chr10:103890000-104390000,-0.376340576,0.706663717,11,1.782392
97,chr10:16870000-17320000,-0.326088404,0.74435747,10,1.670888688
98,chr10:71190000-71820000,-0.432542143,0.66534743,14,1.983233066
99,chr10:74120000-74640000,-0.353359835,0.723818693,11,1.651032258
100,chr10:35360000-35860000,-0.143190486,0.886139743,11,1.792869277
101,chr10:21780000-22250000,0.047568916,0.962059805,10,1.983912697
102,chr10:116030000-116570000,-0.334146258,0.738269195,12,1.815274555
103,chr10:53230000-53730000,-0.300437294,0.763843621,11,1.651054607
104,chr10:44160000-44880000,-0.429344621,0.667672449,15,1.918746827
105,chr10:126710000-127370000,-0.301789441,0.76281258,14,1.812796783
106,chr10:74990000-75490000,-0.353080487,0.724028101,11,1.698533105
107,chr10:13170000-13620000,0.012415173,0.99009438,10,1.882533897
108,chr10:13640000-14220000,-0.407748298,0.683458475,13,1.949740081
109,chr10:12270000-12750000,-0.115323982,0.90818833,10,1.79867514
110,chr10:61380000-61820000,-0.301083269,0.763350999,10,1.726153838
111,chr10:44930000-45370000,-0.358159144,0.72022422,10,1.479493351
112,chr10:98340000-98780000,-0.476835222,0.633479463,10,1.744814473
113,chr10:109140000-109570000,-0.331401245,0.740341425,10,1.629473185
114,chr10:15950000-16410000,-0.508608166,0.611026904,10,1.741890487
115,chr10:76020000-76490000,-0.336488175,0.736502767,10,1.648181184
116,chr10:8070000-8510000,-0.243184698,0.80786232,10,1.760842195
117,chr11:48180000-50770000,0.403423235,0.686636897,53,2.239038693
118,chr11:68860000-69470000,-0.123149736,0.901988527,13,1.862571278
119,chr11:48190000-49610000,0.320786458,0.748372223,30,2.083199712
120,chr11:54800000-55550000,-0.268539981,0.788283705,15,1.73028734
121,chr11:50040000-50750000,-0.344249221,0.730658869,15,1.756978509
122,chr11:96440000-97070000,-0.384357324,0.700713626,14,1.851737475
123,chr11:46720000-47730000,-0.460497516,0.645159154,21,2.110695107
124,chr11:114560000-116580000,0.649774744,0.515837735,41,2.2981486
125,chr11:35560000-36540000,0.178538518,0.858300074,20,2.20481982
126,chr11:114990000-116570000,0.036312783,0.971032957,33,2.101692027
127,chr11:129710000-130800000,-0.565679471,0.571611693,22,1.861658091
128,chr11:126290000-127660000,-0.272493234,0.785242793,29,1.819193847
129,chr11:72420000-73000000,-0.28180229,0.778095115,12,1.655662868
130,chr11:110320000-111370000,-0.068283306,0.945560113,22,1.915474611
131,chr11:34530000-35460000,-0.227387703,0.820122281,20,2.09586803
132,chr11:120200000-121480000,-0.553697157,0.579786121,26,2.368991766
133,chr11:13760000-14480000,0.087988153,0.929886093,15,1.970217401
134,chr11:15290000-16720000,-0.499851005,0.617179994,30,1.972358329
135,chr11:26300000-27180000,-0.399850416,0.689266695,18,1.67107329
136,chr11:105930000-107120000,-0.538113763,0.590498512,25,1.73643446
137,chr11:26300000-27520000,-0.093983314,0.925122411,25,1.831141781
138,chr11:19040000-20390000,-0.632838303,0.526839241,28,1.827453174
139,chr11:55670000-56570000,0.044489482,0.964514236,19,1.889267812
140,chr11:20670000-22160000,-0.268606634,0.788232407,31,1.930362723
141,chr11:60530000-61190000,-0.493507724,0.621653883,14,1.842563463
142,chr11:59500000-60520000,0.23852276,0.811475665,21,2.305787356
143,chr11:6800000-7820000,-0.503267133,0.614776471,21,2.012322381
144,chr11:10890000-12310000,-0.193581418,0.846503649,30,1.949072434
145,chr11:126190000-127410000,-0.449724781,0.652908901,26,1.913643267
146,chr11:44090000-45810000,0.076243372,0.939225477,36,2.189074666
147,chr11:31360000-32240000,-0.185341945,0.85296084,18,1.912866456
148,chr11:10800000-12010000,-0.028823145,0.977005641,25,1.934368226
149,chr11:111400000-111960000,-0.196912528,0.843895989,12,1.675119728
150,chr11:61480000-62090000,-0.410707394,0.681287105,13,1.684875945
151,chr11:128880000-129660000,-0.551267498,0.581450316,17,1.96129358
152,chr11:119260000-120030000,-0.788125888,0.430623074,16,2.192148685
153,chr11:92660000-93420000,0.254373691,0.799206874,16,2.128912542
154,chr11:116610000-117100000,-0.258372182,0.796119684,10,1.569062713
155,chr11:15650000-16710000,-0.462588732,0.643659187,22,1.872874521
156,chr11:101260000-101900000,-0.096701262,0.922963638,13,1.812937426
157,chr11:128030000-128720000,-0.550583239,0.581919401,15,1.913357372
158,chr11:84430000-85280000,-0.514893354,0.606627545,18,2.005988885
159,chr11:109710000-110310000,-0.14791127,0.882412794,13,1.723295
160,chr11:70310000-71120000,-0.096787603,0.922895069,17,1.84849149
161,chr11:129730000-130230000,-0.461336336,0.644557319,11,1.859670228
162,chr11:41520000-42530000,-0.255533634,0.798310969,21,1.848808416
163,chr11:108830000-109660000,-0.146507309,0.883520921,18,1.865693345
164,chr11:124490000-125300000,-0.181369163,0.856077822,17,2.04689094
165,chr11:75110000-76220000,0.397453954,0.691032736,23,2.297606406
166,chr11:123630000-124460000,-0.530989646,0.595425954,18,1.885514527
167,chr11:110340000-111120000,0.074257321,0.940805636,17,1.919288617
168,chr11:10930000-11810000,-0.244790772,0.806618439,19,1.842440081
169,chr11:9780000-10760000,-0.320996425,0.7482131,21,1.740578614
170,chr11:75110000-76420000,0.803103386,0.421914981,27,2.45339876
171,chr11:131570000-132840000,-0.536907365,0.591331603,26,1.956200366
172,chr11:115190000-116140000,-0.201554353,0.840265134,20,1.814466142
173,chr11:87830000-88270000,-0.213226067,0.831150637,10,1.75010411
174,chr11:81320000-81950000,-0.494270094,0.621115443,13,1.65279376
175,chr11:9170000-9770000,-0.266058422,0.790194215,13,1.828599424
176,chr11:64540000-65330000,-0.33056283,0.740974727,17,1.849604415
177,chr11:71500000-72170000,-0.199329041,0.842005363,14,1.74919199
178,chr11:112160000-113150000,-0.26143502,0.793757053,20,1.76278673
179,chr11:86130000-86560000,-0.309615346,0.756853485,10,1.548019172
180,chr11:68360000-68850000,-0.188116131,0.850785616,10,1.938478125
181,chr11:35580000-36280000,0.500833387,0.616488387,15,2.290113503
182,chr11:121520000-122420000,-0.140754439,0.888063937,19,1.903435556
183,chr11:93560000-94660000,0.079615167,0.936543332,23,2.117821709
184,chr11:22340000-22860000,-0.131333538,0.895511462,12,1.917956674
185,chr11:19130000-19570000,-0.59409382,0.552449364,10,1.978764506
186,chr11:16760000-17570000,0.393590995,0.693883031,17,2.242208034
187,chr11:22910000-23470000,-0.300699536,0.763643623,12,1.616242912
188,chr11:11810000-12310000,-0.271047497,0.786354502,11,1.86862827
189,chr11:99060000-99660000,-0.300252108,0.763984861,13,1.629489719
190,chr11:42710000-43310000,-0.394817176,0.692977818,13,1.747856063
191,chr11:28750000-29370000,-0.190074282,0.849250923,13,1.71895554
192,chr11:123630000-124220000,-0.256755177,0.797367774,13,1.716371093
193,chr11:29440000-30100000,-0.46950146,0.638711242,14,1.928595956
194,chr11:8990000-9540000,-0.222221081,0.824141784,12,1.774279567
195,chr11:107880000-108540000,0.172754474,0.862844423,14,2.080043838
196,chr11:30370000-30950000,-0.400687913,0.688649911,12,1.537752428
197,chr11:122940000-123450000,-0.534512109,0.592987274,11,1.984714385
198,chr11:95530000-96150000,-0.43144769,0.66614288,13,1.652964068
199,chr11:66110000-67000000,-0.207500142,0.835619282,18,1.832690759
200,chr11:12960000-13410000,-0.48757736,0.625849235,10,2.019232787
201,chr11:33820000-34520000,-0.165450333,0.86858954,15,1.98670859
202,chr11:62670000-63200000,-0.177052034,0.859467518,11,1.782883445
203,chr11:132940000-133710000,0.103591522,0.917493516,17,2.099944363
204,chr11:130310000-130760000,-0.505793617,0.61300154,10,1.592508352
205,chr11:130840000-131550000,-0.580861499,0.561333803,15,1.966581361
206,chr11:93570000-94240000,-0.416215611,0.677252237,14,1.626816791
207,chr11:19060000-19940000,-0.418218681,0.675787239,18,1.874439192
208,chr11:14540000-15240000,-0.170389363,0.864703937,15,1.811783181
209,chr11:94880000-95500000,-0.322914428,0.74676005,13,1.722334219
210,chr11:13780000-14270000,-0.252547455,0.800617938,11,1.619329907
211,chr11:12340000-12930000,0.240676723,0.809805681,13,2.159814189
212,chr11:27720000-28400000,0.521655007,0.601910557,14,2.442128448
213,chr11:18120000-18790000,-0.175014861,0.861067956,14,1.937054978
214,chr11:126300000-126990000,-0.476011315,0.634066317,14,1.662076859
215,chr11:83000000-83520000,-0.324704782,0.745404515,11,1.661943901
216,chr11:65380000-65810000,-0.410877005,0.681162724,10,1.455326322
217,chr11:124760000-125280000,-0.461920233,0.644138524,11,1.720770709
218,chr11:34930000-35420000,-0.275186143,0.783173232,11,1.960613321
219,chr11:83540000-84090000,-0.288173175,0.773214182,12,1.521522508
220,chr11:120370000-120820000,-0.47933249,0.631702112,10,1.564063026
221,chr11:78350000-78840000,-0.318615999,0.75001772,10,1.621470986
222,chr11:64540000-65090000,-0.354089964,0.723271463,12,1.831551853
223,chr11:9780000-10370000,-0.616672505,0.53745076,13,1.661752215
224,chr11:44110000-44560000,-0.183097397,0.854721598,10,1.83623662
225,chr11:66120000-66650000,0.286058719,0.774833148,11,2.056546424
226,chr11:103530000-104040000,-0.08328539,0.933624617,11,1.92646286
227,chr11:122440000-122920000,-0.291381768,0.770759357,11,1.852903999
228,chr11:104450000-105030000,-0.26783571,0.788825782,12,1.591171734
229,chr11:121530000-122000000,-0.483625848,0.628651427,10,1.605922196
230,chr11:57090000-57580000,-0.154882774,0.876913734,11,1.864655986
231,chr11:32320000-32810000,-0.444243143,0.656866804,11,1.472118198
232,chr11:57600000-58280000,-0.363433184,0.716281317,14,1.789286654
233,chr11:113160000-113610000,-0.474660607,0.6350289,10,1.865461645
234,chr11:45850000-46360000,-0.299335919,0.76468375,11,1.819243095
235,chr11:79390000-79880000,-0.121971495,0.902921593,11,1.857652246
236,chr11:67770000-68230000,-0.368447136,0.712539856,10,1.688645
237,chr11:134140000-134940000,-0.43243517,0.665425161,17,1.865758466
238,chr11:115630000-116090000,-0.271945474,0.785663945,10,1.820004867
239,chr12:60280000-62590000,-0.48378332,0.628539654,47,1.938973839
240,chr12:86420000-88390000,-0.091229264,0.927310423,40,1.874651416
241,chr12:60940000-62200000,-0.429217603,0.667764874,26,1.774284864
242,chr12:60920000-62420000,-0.489988731,0.624141873,31,1.713523067
243,chr12:33180000-34140000,-0.531299047,0.595211565,20,1.913695782
244,chr12:28200000-29000000,-0.122672858,0.902366157,16,2.04701326
245,chr12:104230000-105570000,-0.665449788,0.505762849,28,2.417723007
246,chr12:97180000-98850000,0.044044156,0.964869206,34,2.191784764
247,chr12:65160000-66520000,-0.000268477,0.999785786,28,1.995954421
248,chr12:58620000-59590000,-0.268542096,0.788282077,20,1.875782177
249,chr12:131580000-132400000,-0.249086173,0.803294125,17,1.959722416
250,chr12:37850000-38480000,-0.470610177,0.637919139,13,1.805741074
251,chr12:11680000-12900000,-0.106780642,0.914963005,25,2.116259118
252,chr12:29600000-30980000,-0.39945042,0.689561349,28,2.561774063
253,chr12:37850000-38680000,-0.289988266,0.771825214,17,1.833383331
254,chr12:38710000-39670000,0.770492379,0.441007874,20,2.478950517
255,chr12:128970000-130490000,-0.068746028,0.945191779,31,2.07140961
256,chr12:13010000-14230000,0.28301182,0.777167777,25,2.29693305
257,chr12:96960000-98850000,0.119904856,0.904558517,38,2.233884054
258,chr12:54970000-56040000,-0.074037751,0.940980347,22,1.907101394
259,chr12:13410000-14240000,-0.46221464,0.643927406,17,2.291643098
260,chr12:27880000-29130000,0.528905247,0.596871182,26,2.300983063
261,chr12:23320000-24980000,-0.136664579,0.891295928,34,2.062234601
262,chr12:38710000-39310000,0.342705446,0.731820065,13,2.199444867
263,chr12:78670000-79770000,-0.337608203,0.73565846,23,1.853112782
264,chr12:31440000-32500000,0.42241426,0.672722671,22,2.410894385
265,chr12:109600000-110280000,-0.495778538,0.620050669,14,1.668270818
266,chr12:91740000-93090000,0.105165467,0.916244512,28,2.142101584
267,chr12:51800000-53390000,-0.527187719,0.598063236,32,2.004795926
268,chr12:58360000-59590000,-0.226820174,0.820563576,25,2.08255297
269,chr12:108060000-108900000,-0.068458671,0.945420519,17,1.837387517
270,chr12:48240000-49060000,-0.244100598,0.807152909,18,1.936271139
271,chr12:97370000-98810000,-0.019618535,0.984347678,30,2.149082046
272,chr12:75870000-76970000,-0.273827837,0.78421693,23,2.561836343
273,chr12:131300000-132400000,-0.17946756,0.857570587,22,2.093436763
274,chr12:78520000-79770000,-0.473773148,0.635661685,26,1.972153025
275,chr12:3960000-4660000,-0.568218027,0.569886932,15,1.973436562
276,chr12:18280000-19390000,-0.105749641,0.915780994,23,2.025058844
277,chr12:46380000-47410000,0.159382106,0.873367836,22,2.107572448
278,chr12:11670000-12500000,0.011485668,0.990835965,17,1.834826255
279,chr12:118840000-120080000,-0.412399097,0.680046925,26,1.776242053
280,chr12:28200000-28780000,-0.067830404,0.94592064,12,1.844634713
281,chr12:110330000-111280000,0.991379489,0.321500312,20,2.438570767
282,chr12:124260000-125390000,-0.459795941,0.645662697,23,1.933769227
283,chr12:55080000-55530000,-0.321264082,0.748010273,10,1.711027199
284,chr12:44330000-45350000,-0.339413823,0.734298006,21,1.739738791
285,chr12:1910000-2780000,-0.642685598,0.520428128,18,2.04914843
286,chr12:8650000-9240000,-0.107350368,0.914511028,12,1.886790817
287,chr12:10910000-11640000,-0.224641046,0.822258531,15,1.774834331
288,chr12:5230000-6040000,-0.353049782,0.724051119,17,1.899308676
289,chr12:77420000-78350000,-0.079144831,0.936917425,19,1.948716647
290,chr12:92160000-93080000,-0.375519954,0.707273809,19,1.757390766
291,chr12:106750000-107340000,-0.461560703,0.64439638,12,1.753794451
292,chr12:88450000-89390000,0.152171122,0.87905197,19,1.832734386
293,chr12:98930000-99410000,0.83530405,0.403546538,11,2.372577824
294,chr12:112120000-112910000,-0.396894594,0.691445191,17,1.717142787
295,chr12:94510000-95410000,-0.21421994,0.830375547,19,1.853146764
296,chr12:80780000-81550000,-0.087315089,0.93042106,16,1.906127948
297,chr12:70240000-70990000,-0.234332557,0.814726813,16,1.824855307
298,chr12:54150000-54850000,-1.026222217,0.304786851,14,2.433832467
299,chr12:68600000-69200000,-0.294871715,0.76809188,12,1.838171626
300,chr12:14340000-14860000,0.153817534,0.877753608,12,2.08963946
301,chr12:45510000-46360000,0.809225821,0.418385265,18,2.410411726
302,chr12:102290000-103200000,-0.227308591,0.820183794,19,2.09407365
303,chr12:74390000-74930000,-0.282977938,0.777193749,12,1.783337132
304,chr12:108350000-108900000,-0.018054373,0.985595477,11,1.852723945
305,chr12:82030000-82720000,-0.532391241,0.594455051,15,1.88194472
306,chr12:75070000-75680000,-0.20585718,0.836902475,13,1.713124956
307,chr12:85810000-86300000,-0.240007799,0.81032421,10,1.621600132
308,chr12:24990000-25540000,-0.402988347,0.686956797,12,1.678659062
309,chr12:49580000-50140000,0.495236817,0.620432965,12,2.25001972
310,chr12:115080000-116310000,-0.123568228,0.90165715,26,2.30158098
311,chr12:120970000-121680000,-0.420397202,0.674195312,15,2.050576365
312,chr12:31810000-32480000,-0.173850716,0.861982785,14,1.859359645
313,chr12:64210000-64780000,-0.110280139,0.912187208,12,1.849966469
314,chr12:121730000-122230000,-0.284849709,0.775759287,11,1.734054041
315,chr12:96410000-96940000,0.327293008,0.74344628,11,2.094828061
316,chr12:120730000-121690000,-0.478152681,0.632541539,20,2.173154878
317,chr12:43790000-44300000,-0.19025052,0.849112825,11,1.647298676
318,chr12:58910000-59560000,-0.499351583,0.617531722,14,1.972162546
319,chr12:49450000-50000000,-0.515937468,0.605898084,11,1.795397059
320,chr12:57130000-57590000,-0.256785808,0.797344126,10,1.661520513
321,chr12:62640000-63220000,0.389320843,0.69703882,13,2.283629275
322,chr12:90690000-91280000,-0.571633272,0.567570449,13,1.754647462
323,chr12:89930000-90490000,-0.2259901,0.82120912,12,1.724313105
324,chr12:104760000-105490000,-0.41421622,0.678715764,15,2.130508284
325,chr12:26220000-26800000,-0.176269742,0.860082032,12,1.684506598
326,chr12:105810000-106570000,-0.06398207,0.948984504,16,2.006657532
327,chr12:42970000-43730000,-0.313091804,0.754210916,16,1.820189225
328,chr12:41610000-42420000,-0.247527183,0.804500257,17,1.725025304
329,chr12:11690000-12190000,-0.113782032,0.909410583,11,1.868211123
330,chr12:49440000-50230000,0.077171986,0.938486727,17,1.988186305
331,chr12:55560000-56020000,-0.410609341,0.681359013,10,1.569847018
332,chr12:99420000-100100000,-0.314828166,0.752892125,14,1.735566426
333,chr12:67720000-68370000,0.206828373,0.836143897,14,2.087838996
334,chr12:65180000-65670000,-0.218934144,0.826701349,11,1.672087594
335,chr12:34220000-34850000,-0.37146876,0.71028842,13,1.822176905
336,chr12:48100000-48580000,-0.240638247,0.809835504,10,1.642440042
337,chr12:3980000-4420000,-0.306120453,0.759512936,10,1.766441696
338,chr12:100530000-101140000,0.029894133,0.976151485,13,1.924232855
339,chr12:103270000-103950000,-0.233533248,0.815347355,14,1.803902046
340,chr12:17160000-17800000,-0.097610954,0.922241226,13,1.794317247
341,chr12:65920000-66500000,-0.275454061,0.782967415,12,1.793198343
342,chr12:117640000-118270000,-0.411691689,0.680565417,14,1.747701567
343,chr12:66530000-67110000,-0.048087728,0.961646326,13,1.99972262
344,chr12:82770000-83540000,-0.851274757,0.394616744,16,2.239611401
345,chr12:80800000-81360000,-0.06434491,0.948695595,12,1.94263442
346,chr12:95470000-95940000,0.3673222,0.713378697,10,2.134302485
347,chr12:25580000-26180000,-0.37857566,0.705003,13,1.699913865
348,chr12:93160000-93820000,-0.194414795,0.845851106,14,1.921522102
349,chr12:1220000-1700000,-0.07533539,0.939947865,10,1.768403666
350,chr12:92540000-92990000,-0.351047328,0.725552842,10,1.622445033
351,chr12:118870000-119310000,-0.362232328,0.717178424,10,1.503063161
352,chr12:2150000-2730000,-0.550108119,0.582245218,12,1.759407679
353,chr12:113320000-113860000,0.045666635,0.963575957,12,1.925845532
354,chr12:24180000-24950000,-0.238326242,0.81162807,16,1.74806587
355,chr12:112290000-112870000,-0.510403156,0.609769046,13,1.78333986
356,chr12:46450000-47070000,0.21221515,0.831939188,13,2.010047084
357,chr12:76450000-76950000,-0.07243392,0.942256591,10,1.882239816
358,chr12:52520000-53390000,-0.560177883,0.575358111,18,1.818513116
359,chr12:3190000-3930000,-0.220765856,0.82527475,16,1.889668947
360,chr12:53400000-53900000,-0.172594403,0.862970252,10,1.827519796
361,chr12:93890000-94490000,-0.233997655,0.814986799,13,1.670442315
362,chr12:107500000-108010000,-0.265914475,0.790305077,11,1.657905742
363,chr12:51160000-51760000,-0.645701928,0.518472411,13,2.020204749
364,chr12:116400000-117130000,0.184207007,0.853851063,15,2.126574358
365,chr12:40780000-41320000,-0.441613814,0.658768686,12,1.761810743
366,chr12:129680000-130400000,-0.365057803,0.715068259,15,1.67969438
367,chr12:47420000-48020000,-0.43474448,0.663747908,13,1.62840743
368,chr12:50350000-50830000,-0.154773325,0.877000021,10,1.848261435
369,chr12:126550000-127220000,-0.240474652,0.809962311,14,1.803172956
370,chr12:30980000-31410000,-0.391466498,0.695452448,10,1.880519015
371,chr12:130510000-131230000,-0.266437413,0.789902355,15,1.811429048
372,chr12:120100000-120720000,0.026796824,0.978621787,13,1.924245231
373,chr12:101190000-101660000,-0.216023118,0.828969728,11,1.709994501
374,chr12:56510000-57020000,-0.267007025,0.789463752,11,1.862510535
375,chr12:75910000-76430000,-0.17424652,0.861671727,11,1.715570473
376,chr12:131630000-132160000,0.003715336,0.997035597,12,1.732109193
377,chr12:16500000-17080000,0.009532631,0.992394176,12,1.998098955
378,chr12:51790000-52260000,0.103571162,0.917509674,11,1.794310137
379,chr12:117150000-117620000,-0.467502757,0.64014022,10,1.849479317
380,chr12:114410000-114990000,-0.322948477,0.746734262,12,1.753729882
381,chr12:19890000-20390000,-0.207268979,0.835799799,11,1.596087331
382,chr12:113890000-114370000,-0.272401986,0.785312946,11,1.647260759
383,chr12:127390000-127860000,0.069632205,0.944486403,11,2.034933678
384,chr13:112100000-113110000,-0.007513404,0.994005228,19,2.071230542
385,chr13:53740000-58030000,-0.088971226,0.929104778,87,2.035074353
386,chr13:114420000-115100000,-0.515336754,0.60631772,13,1.923753429
387,chr13:92780000-95060000,-0.304620955,0.760654858,47,2.039325558
388,chr13:68820000-69950000,-0.470905118,0.637708493,23,2.039589215
389,chr13:30040000-31470000,0.21020269,0.83350948,30,2.185582065
390,chr13:22180000-23280000,-0.328616631,0.742445476,23,1.824910235
391,chr13:22170000-23790000,0.13646727,0.891451897,33,2.493528126
392,chr13:51690000-52810000,-0.27483116,0.783445957,24,1.823724484
393,chr13:85610000-86250000,-0.263535178,0.792138113,13,1.677415245
394,chr13:88710000-89750000,-0.105938161,0.915631416,21,1.878885536
395,chr13:25970000-27460000,0.253184765,0.800125439,31,1.914004105
396,chr13:30040000-31650000,0.120100688,0.904403387,33,2.196820281
397,chr13:36520000-37570000,-0.199101714,0.84218318,22,1.777325885
398,chr13:113580000-114130000,-0.433418903,0.66471047,12,1.740135811
399,chr13:51700000-52410000,-0.326564226,0.743997505,15,1.728384503
400,chr13:26700000-27450000,-0.290776436,0.771222308,15,1.647744576
401,chr13:65080000-66210000,-0.346370656,0.729064175,24,1.940095278
