,tad,lambdan,p-value,n,max.lambdan
1682,chr3:182550000-183580000,-1.576867905,0.114825923,21,2.531916017
2036,chr5:133340000-134240000,1.57188834,0.115976449,19,2.236087127
1855,chr4:129080000-130050000,1.566487181,0.117234607,20,2.134995783
2135,chr6:136910000-138360000,1.552159397,0.120624089,30,2.490294814
404,chr13:33150000-34410000,1.551105113,0.120876496,26,2.415522087
1159,chr1:15850000-16380000,-1.547928544,0.121639502,11,2.178221687
1998,chr5:55530000-56570000,-1.546974379,0.121869424,22,2.483632581
2459,chr8:118330000-120100000,1.54359272,0.12268703,36,2.346081648
1019,chr1:34090000-35230000,1.542979835,0.122835669,24,2.370801757
1483,chr2:134620000-135670000,1.541184256,0.123271948,22,2.397235191
928,chr19:57740000-59100000,1.539893765,0.123586251,28,2.545325398
252,chr12:29600000-30980000,-1.535350903,0.124697657,28,2.561774063
1033,chr1:11080000-11830000,1.504384763,0.132482325,16,2.393933271
65,chr10:77040000-77790000,-1.489162747,0.136444518,16,2.175031976
1265,chr22:18880000-19930000,-1.488274965,0.136678394,22,2.271879768
531,chr14:36330000-37070000,-1.485769495,0.137340102,16,1.948283328
1250,chr21:37490000-38330000,-1.483005953,0.138072829,18,2.393162848
1437,chr2:225210000-225890000,1.471032998,0.141282193,14,2.30704687
2455,chr8:128090000-129390000,-1.466269167,0.142574972,27,2.155165656
889,chr19:52280000-54160000,1.463966776,0.143203026,39,2.391563249
1175,chr20:6100000-7890000,-1.461406766,0.143903845,36,2.953167594
2143,chr6:100300000-101270000,1.449793962,0.147115984,20,2.474502344
79,chr10:70170000-70690000,1.43763651,0.150537216,11,2.145910252
1057,chr1:243500000-244480000,1.437237842,0.150650424,20,2.485690664
1088,chr1:89950000-90470000,1.434963096,0.151297614,11,2.150701396
1093,chr1:117680000-118470000,1.426105509,0.153837889,17,2.012814758
801,chr17:14280000-14860000,-1.419648108,0.155710152,13,2.040435993
1882,chr4:53870000-55130000,1.413871848,0.157399533,26,2.386181382
1319,chrX:33400000-34340000,-1.410257175,0.158463759,19,2.078196316
1153,chr1:34700000-35210000,1.410133708,0.158500206,11,2.156072544
551,chr14:102160000-102800000,1.408894692,0.158866309,13,2.059957336
1709,chr3:23010000-23990000,1.402337328,0.160814539,20,2.259807551
132,chr11:120200000-121480000,-1.396531866,0.162554392,26,2.368991766
170,chr11:75110000-76420000,1.389936267,0.164548231,27,2.45339876
20,chr10:81250000-82030000,-1.389417561,0.164705813,16,2.000521089
395,chr13:25970000-27460000,1.388804747,0.164892131,31,1.914004105
1162,chr1:8450000-8920000,1.379089426,0.167867184,10,2.003773759
697,chr16:2020000-3000000,-1.378724402,0.167979743,20,2.202106899
1832,chr4:48120000-48990000,1.375158764,0.169082229,18,2.19580968
1433,chr2:217550000-218590000,1.373427479,0.169619492,21,2.18432664
491,chr14:33040000-34260000,1.372283394,0.169975233,26,2.13570795
1681,chr3:154040000-155050000,1.363520685,0.17271847,21,2.072572097
1012,chr1:50820000-51760000,1.362928689,0.172904986,20,2.162249095
906,chr19:35530000-36590000,-1.359870095,0.173871036,22,2.266059954
1408,chr2:172400000-173580000,1.357458874,0.174635453,24,2.415624994
797,chr17:63220000-64160000,-1.356232494,0.175025206,20,2.072792126
2598,chr9:125810000-127300000,1.35541376,0.175285768,30,2.425440013
2595,chr9:101730000-103190000,1.350516557,0.176850346,30,2.835942158
2316,chr7:42930000-43910000,1.348658082,0.177446815,21,2.366372353
1044,chr1:15850000-16820000,-1.34677188,0.178053714,20,2.041238081
181,chr11:35580000-36280000,1.343423421,0.179134907,15,2.290113503
346,chr12:95470000-95940000,1.342454422,0.179448699,10,2.134302485
2615,chr9:33560000-34600000,1.339301504,0.180472539,21,2.429289851
52,chr10:85880000-86320000,1.337793579,0.180963736,10,2.059794239
1922,chr4:139930000-140470000,1.335714932,0.181642467,12,2.099302383
575,chr15:76240000-77890000,1.330500906,0.183353288,34,2.57477052
2186,chr6:164570000-165350000,-1.32687827,0.184548954,16,1.948472432
1684,chr3:28830000-29990000,1.325233228,0.185093808,24,2.049298383
24,chr10:1230000-3080000,1.32326317,0.185747875,38,2.420825449
1582,chr2:120440000-121070000,1.312765787,0.189261882,14,2.059028349
2380,chr7:90790000-91430000,1.310586485,0.189997508,14,2.041324712
1641,chr3:132420000-133830000,1.307619221,0.191002494,29,2.104072477
1406,chr2:97230000-97770000,-1.301368257,0.193132434,12,2.072076368
315,chr12:96410000-96940000,1.295003083,0.195319166,11,2.094828061
1766,chr3:71020000-71700000,-1.293090592,0.195979729,14,2.189094784
744,chr17:78050000-78990000,1.291072383,0.196678579,19,1.997399663
260,chr12:27880000-29130000,1.291001127,0.196703287,26,2.300983063
309,chr12:49580000-50140000,1.286993979,0.198096387,12,2.25001972
1634,chr3:56620000-58280000,1.285683808,0.198553434,34,2.276980376
760,chr17:8250000-9480000,1.284170796,0.199082201,25,2.236170927
2416,chr7:55680000-56180000,-1.282834824,0.199549951,11,2.07994343
1992,chr5:96530000-98170000,1.281710311,0.199944286,34,2.656100193
1591,chr2:178020000-178630000,1.278740549,0.200988435,13,2.149839416
466,chr13:20210000-20730000,1.276801684,0.201672271,11,2.268139193
2542,chr8:8080000-8530000,-1.276482719,0.201784932,10,2.106370266
225,chr11:66120000-66650000,1.273294507,0.202913555,11,2.056546424
1000,chr1:218430000-219980000,1.270560314,0.203885113,32,2.403878621
1972,chr5:15070000-16440000,1.269630461,0.204216294,28,2.227885916
600,chr15:77390000-77830000,1.266021896,0.205505243,10,2.03124076
2463,chr8:59610000-60930000,1.264048421,0.206212648,27,2.036557259
802,chr17:59690000-60200000,1.263959802,0.206244456,11,2.049665005
2265,chr6:11640000-12120000,-1.26220233,0.20687599,11,2.109671749
1594,chr2:60380000-60810000,1.255064813,0.209455233,10,2.11598514
984,chr1:236770000-237760000,1.249936296,0.211322819,21,2.216823731
584,chr15:58480000-59970000,1.246153407,0.212708081,31,2.161264519
955,chr1:149840000-151240000,1.239744503,0.215069911,29,2.520660613
2165,chr6:7620000-8220000,1.233745841,0.217297626,13,1.892048647
2454,chr8:90710000-91960000,1.233744711,0.217298047,26,2.332253719
2058,chr5:64100000-64800000,-1.231527641,0.218125585,14,2.10675181
765,chr17:46100000-46700000,-1.227866437,0.219497111,12,2.200367576
2019,chr5:76140000-77580000,1.226435384,0.220034877,30,2.591187497
1847,chr4:48300000-48980000,1.221216014,0.222004243,14,2.067600754
1454,chr2:241780000-243080000,-1.220203793,0.222387629,27,2.346668444
1180,chr20:52180000-52690000,-1.220148802,0.222408471,11,2.242165077
2250,chr6:110830000-111300000,1.215066879,0.224340585,10,2.149146811
2585,chr8:118830000-119440000,-1.214033319,0.224735001,13,2.086682369
2693,chr9:33810000-34320000,-1.21094037,0.225918259,11,2.244544078
621,chr15:40070000-40720000,1.206842146,0.227492942,14,2.150541684
411,chr13:91810000-92570000,1.202182407,0.229292864,16,2.272932195
59,chr10:69590000-70090000,1.201554357,0.229536234,11,2.128719455
2618,chr9:78960000-79770000,1.199605304,0.230292666,17,1.982478156
272,chr12:75870000-76970000,-1.199227368,0.230439548,23,2.561836343
2641,chr9:80040000-80980000,-1.19735276,0.231169088,20,2.09268832
1854,chr4:125290000-126200000,1.189915891,0.234079452,19,2.005342202
356,chr12:46450000-47070000,1.186829886,0.235294728,13,2.010047084
2358,chr7:39590000-40170000,1.183790356,0.236496061,13,1.917699455
119,chr11:48190000-49610000,1.181384156,0.237450149,30,2.083199712
1725,chr3:115600000-116330000,-1.178708628,0.238514219,15,2.298690417
2193,chr6:135820000-136550000,-1.176769583,0.239287486,15,1.984620357
28,chr10:3210000-4750000,1.173258339,0.240692223,31,2.395685995
1973,chr5:141530000-142210000,1.172969733,0.240807943,15,2.043318815
1291,chr22:35700000-36530000,-1.167592392,0.24297122,17,1.901519624
481,chr14:23560000-24910000,-1.165716799,0.243728966,28,2.402627719
721,chr16:19920000-20380000,1.165274926,0.243907725,10,1.934404478
2586,chr8:134490000-134910000,1.163171339,0.244759992,10,2.052875658
1763,chr3:135770000-136740000,1.158171756,0.246793952,20,2.139434083
2296,chr7:154640000-155570000,1.156730035,0.247382675,20,2.217681273
2061,chr5:149820000-150700000,1.15656827,0.247448792,18,1.990690209
1109,chr1:27310000-28050000,1.152187935,0.249243854,15,2.084025435
259,chr12:13410000-14240000,-1.146775866,0.251474266,17,2.291643098
1629,chr3:155680000-156950000,1.146723647,0.251495854,26,2.006123919
784,chr17:12060000-12930000,1.146720495,0.251497157,18,2.342668919
2126,chr5:123980000-124540000,1.14598373,0.251801884,12,2.058284236
1101,chr1:227640000-228150000,1.145972245,0.251806636,11,2.031401534
2386,chr7:45190000-45900000,1.14293898,0.253063927,15,2.21491777
2374,chr7:35110000-35610000,-1.141632394,0.253606853,11,1.92095655
1833,chr4:87360000-88160000,1.141493166,0.253664754,17,2.525308132
2259,chr6:20550000-21580000,1.140706505,0.253992079,21,2.240579036
830,chr18:2780000-3680000,-1.135338556,0.256233493,19,2.07611616
1685,chr3:58600000-59880000,-1.134928247,0.256405384,26,2.178831677
1453,chr2:105940000-106700000,1.134297001,0.256669987,16,2.232565946
1436,chr2:183000000-183900000,1.134093942,0.256755145,18,2.186423528
1544,chr2:141770000-142380000,-1.132824336,0.257288029,13,2.030633315
378,chr12:51790000-52260000,1.132644026,0.257363772,11,1.794310137
2026,chr5:76370000-77580000,1.129914385,0.258512302,25,2.474627662
607,chr15:64450000-65440000,-1.127856897,0.25938036,20,1.871499845
1668,chr3:66980000-67910000,1.126810208,0.259822734,20,1.99374399
1278,chr22:42060000-43000000,-1.125689549,0.260296949,19,2.073747749
2494,chr8:127830000-129390000,-1.122604354,0.261605565,32,2.03797865
85,chr10:87280000-88130000,-1.121298951,0.262160632,18,1.951065985
1650,chr3:170610000-172470000,1.12050786,0.262497405,38,2.093521715
1234,chr20:36190000-36650000,1.12047187,0.262512733,10,2.127541529
1688,chr3:152710000-153740000,1.117811982,0.263647303,21,2.154795349
153,chr11:92660000-93420000,1.117621057,0.263728872,16,2.128912542
2116,chr5:108010000-108500000,1.116042777,0.264403824,10,2.046252549
254,chr12:38710000-39670000,1.113607031,0.265447809,20,2.478950517
2304,chr7:35660000-36400000,1.113443008,0.265518213,15,2.251901081
1965,chr5:122990000-125020000,1.113294801,0.265581839,42,2.474007429
542,chr14:71560000-72210000,-1.113232905,0.265608414,14,2.223597078
2447,chr8:144380000-144970000,-1.111219838,0.266473734,13,2.070346919
1066,chr1:118620000-119580000,1.110656775,0.266716115,20,2.134837055
363,chr12:51160000-51760000,-1.102960046,0.270044516,13,2.020204749
2166,chr6:58140000-58770000,-1.098132996,0.272146419,14,2.184726948
1403,chr2:203240000-204730000,1.097846727,0.272271424,31,2.31997977
2444,chr8:53620000-55090000,1.097718752,0.272327319,30,2.239598097
1241,chr21:41110000-42470000,1.09752104,0.272413689,28,1.913433521
2593,chr9:74390000-75690000,1.092754676,0.274501527,27,2.362515574
603,chr15:98980000-99780000,-1.092715384,0.274518783,17,2.003256117
1146,chr1:165900000-166440000,1.086734595,0.27715412,11,2.05388462
186,chr11:16760000-17570000,1.08424258,0.278257257,17,2.242208034
923,chr19:37790000-38240000,-1.08388317,0.278416603,10,2.043185579
285,chr12:1910000-2780000,-1.083725528,0.278486513,18,2.04914843
832,chr18:59840000-61120000,1.08336418,0.278646808,27,2.099647621
2279,chr6:4210000-4710000,-1.080436579,0.279947815,11,1.977806884
908,chr19:18540000-19460000,-1.079145156,0.280523024,20,2.057079886
1260,chr21:33160000-33640000,-1.077950838,0.281055696,10,2.153278621
457,chr13:73650000-74250000,-1.077008155,0.281476622,12,1.957905521
1527,chr2:121100000-121840000,-1.074914269,0.282413113,15,2.054702362
509,chr14:25170000-25620000,-1.072336007,0.283569139,10,1.982881871
2216,chr6:109810000-110760000,1.06898916,0.285074554,20,2.141474321
875,chr18:4070000-5060000,-1.065174882,0.286796798,21,2.128163455
292,chr12:88450000-89390000,1.064052996,0.287304693,19,1.832734386
1273,chr22:32920000-33390000,-1.061282828,0.288561387,10,1.983788396
1549,chr2:174720000-175230000,1.060965888,0.288705404,11,2.048795722
462,chr13:59050000-59590000,1.059259486,0.28948162,11,1.985506188
2627,chr9:33300000-34380000,1.057591294,0.290241813,22,2.424306414
643,chr15:58510000-59080000,1.056518217,0.290731523,12,2.129741478
2666,chr9:102580000-103090000,-1.056031747,0.290953711,11,2.033196324
2670,chr9:530000-1020000,-1.053177384,0.292259702,11,2.097317906
865,chr18:57660000-58240000,1.050608074,0.293438631,12,2.089447936
1239,chr21:41330000-42470000,1.050058093,0.293691404,24,1.897619319
857,chr18:63580000-64170000,1.048473884,0.294420329,13,1.903269351
842,chr18:51060000-51650000,1.047316763,0.294953507,12,2.013090589
1625,chr3:57090000-58470000,1.046326031,0.295410531,29,2.339476451
2162,chr6:157720000-158520000,1.045743425,0.295679508,17,2.315288458
1272,chr22:32910000-33600000,-1.045097372,0.295977968,14,2.136295325
2063,chr5:137910000-138600000,1.044324915,0.296335089,14,1.863168105
691,chr16:11040000-11950000,-1.043647706,0.296648412,19,2.493215721
2006,chr5:56590000-57760000,1.042793728,0.297043837,25,1.930761672
828,chr18:14500000-15400000,1.042297294,0.297273867,18,1.85772707
511,chr14:29190000-29990000,-1.042089028,0.297370405,17,2.133593446
635,chr15:73570000-74040000,1.041217448,0.29777464,10,1.901656616
485,chr14:55890000-56940000,-1.040890858,0.297926205,22,2.223180761
2167,chr6:52950000-53590000,1.040742333,0.29799515,13,2.294175576
1852,chr4:171050000-171830000,-1.038721781,0.298934148,16,2.16156972
1862,chr4:186410000-187090000,1.035334073,0.300512923,14,2.080114595
905,chr19:29960000-31150000,1.033991837,0.30113998,24,2.294510092
1222,chr20:13290000-13780000,1.029680959,0.303159797,11,2.02998789
262,chr12:38710000-39310000,1.029597105,0.303199175,13,2.199444867
1653,chr3:154040000-155450000,1.028055427,0.303923756,29,2.096531273
2409,chr7:25900000-26400000,1.026431974,0.304688013,10,2.103107614
2668,chr9:98370000-98980000,1.026255813,0.304771019,13,2.118656314
2138,chr6:149320000-150080000,1.025891383,0.304942785,16,2.103294752
139,chr11:55670000-56570000,1.025809833,0.30498123,19,1.889267812
2218,chr6:128050000-128670000,-1.024849834,0.305434048,13,2.045502877
671,chr16:12410000-13980000,1.02476094,0.305476001,32,2.459009785
333,chr12:67720000-68370000,1.024370159,0.305660471,14,2.087838996
2592,chr9:120340000-122190000,1.023596831,0.306025743,38,1.846411288
2334,chr7:105260000-105790000,-1.023012287,0.306302036,11,2.07387328
2607,chr9:137360000-138360000,1.020499541,0.307491607,21,2.320647021
1983,chr5:143580000-145010000,1.019242299,0.30808795,30,2.029900767
2208,chr6:89670000-90500000,1.017857904,0.308745489,17,2.189095867
1573,chr2:43040000-43810000,-1.016976171,0.309164765,17,2.038754583
1869,chr4:112980000-113890000,1.016888176,0.309206629,19,2.303918792
974,chr1:106520000-107720000,-1.016766674,0.309264439,25,2.004219708
1460,chr2:197610000-198640000,1.015885203,0.309684056,21,2.34599454
425,chr13:101780000-102530000,-1.013505102,0.31081896,16,2.118722376
1541,chr2:72980000-73440000,-1.011809139,0.311629319,10,2.130288975
774,chr17:73850000-74500000,-1.011523917,0.31176574,13,2.01340657
1864,chr4:10560000-11470000,-1.010670526,0.312174148,19,2.021200804
1752,chr3:193370000-194040000,1.009866283,0.312559358,14,2.113958882
1096,chr1:24380000-24960000,-1.008879656,0.313032353,13,1.709076057
1821,chr4:115970000-117080000,1.007644406,0.313625203,23,2.100955913
14,chr10:133960000-135470000,-1.007206519,0.313835541,31,2.512751992
429,chr13:50510000-51650000,1.004737355,0.315023336,23,2.013482049
1733,chr3:24030000-24720000,-1.002125552,0.316282958,15,1.827139305
2489,chr8:91010000-91980000,0.999885892,0.317365732,20,2.205249196
2329,chr7:47290000-48190000,0.998603828,0.317986645,19,2.137851929
1547,chr2:187710000-188340000,0.997543477,0.318500782,13,2.131626665
2000,chr5:143580000-144750000,0.995151962,0.319662361,24,1.943929019
884,chr18:35940000-36570000,0.991528717,0.321427477,14,1.926463468
1122,chr1:71050000-71510000,-0.991266585,0.321555425,10,1.980950757
1568,chr2:231050000-231670000,-0.991080304,0.32164637,13,1.899476519
1269,chr22:42060000-43530000,-0.990714587,0.321824966,30,1.875777343
2659,chr9:121250000-122060000,0.990549815,0.321905453,17,1.756697755
1716,chr3:8810000-9370000,0.98863882,0.322839886,12,2.012470787
2071,chr5:57100000-57750000,0.987005944,0.323639725,13,1.746955064
2066,chr5:36720000-37370000,0.986298048,0.323986877,14,2.000046756
1134,chr1:232730000-233390000,0.985225263,0.324513434,14,1.962637478
1275,chr22:39930000-40750000,0.984002304,0.32511438,17,1.875243009
2591,chr9:4410000-5440000,-0.982773783,0.325718788,21,2.084921687
1350,chrX:73790000-74870000,0.979455256,0.327355086,23,1.859732394
1828,chr4:13630000-15210000,0.978782149,0.327687632,33,2.602623439
1083,chr1:235660000-236180000,-0.977771366,0.328187416,11,2.189567492
1698,chr3:41930000-42610000,0.976750795,0.328692541,15,1.816583603
2519,chr8:42940000-43830000,-0.973919368,0.330096577,19,2.085178702
1434,chr2:73450000-74820000,-0.971717895,0.331190912,28,1.975397452
1240,chr21:30320000-30770000,0.969819932,0.332136256,10,1.845360106
1734,chr3:194390000-194980000,-0.969168876,0.332460937,13,1.95923748
711,chr16:72130000-73240000,0.96867062,0.332709556,23,1.898175394
1622,chr3:165570000-167060000,-0.967758147,0.333165171,31,1.870836614
376,chr12:131630000-132160000,0.964808579,0.334640698,12,1.732109193
2632,chr9:107520000-108520000,0.962936441,0.33557942,21,2.292999656
1085,chr1:230750000-231360000,-0.962638114,0.335729164,13,2.057824628
2239,chr6:4200000-5030000,0.960587056,0.33675984,17,2.151542913
2388,chr7:151820000-152520000,0.958801875,0.337658564,15,2.447434826
1199,chr20:36180000-37040000,-0.955418624,0.33936604,18,2.32358383
1494,chr2:69580000-70520000,-0.955293027,0.339429533,20,2.002265941
2069,chr5:139580000-140100000,0.954948676,0.339603653,11,1.944413414
2301,chr7:140360000-141480000,0.952072044,0.341060446,23,2.014070758
1301,chr22:43010000-43540000,0.951103011,0.341552087,11,1.99400069
1152,chr1:203830000-204340000,-0.951072111,0.341567771,11,2.033515399
2225,chr6:146290000-147070000,-0.949244956,0.342496042,17,2.113914423
1631,chr3:103930000-105080000,0.948433982,0.342908567,24,2.273060989
1820,chr4:171880000-172900000,0.947396466,0.343436791,21,2.066538856
1769,chr3:44360000-44990000,0.946096313,0.344099464,13,2.182154003
742,chr17:25310000-26660000,-0.945674547,0.344314609,28,2.539277648
275,chr12:3960000-4660000,-0.944172573,0.345081468,15,1.973436562
1080,chr1:35310000-36270000,0.943704966,0.345320436,20,2.318872257
536,chr14:36330000-36960000,-0.943114807,0.345622183,14,1.843940286
1075,chr1:226600000-227080000,-0.94217999,0.346100497,10,1.876092746
167,chr11:110340000-111120000,0.941001845,0.346703914,17,1.919288617
477,chr14:64080000-64980000,0.938643937,0.347913587,19,2.08440889
1477,chr2:155260000-156170000,0.935585989,0.349486391,19,2.180882385
692,chr16:50040000-50860000,0.932483951,0.351086477,18,2.186716991
503,chr14:101220000-102100000,-0.931110225,0.35179655,18,2.033539645
1765,chr3:57130000-57910000,0.929895497,0.352425195,17,2.191406537
567,chr14:39980000-40440000,-0.925599139,0.354654341,10,1.905599666
1259,chr21:35280000-35720000,-0.924063079,0.355453475,10,1.944359849
2142,chr6:100430000-101280000,0.924001486,0.355485542,18,2.359525287
36,chr10:72170000-73580000,-0.921655076,0.35670852,29,2.138788315
1274,chr22:17550000-18010000,-0.920465882,0.357329354,10,1.887828349
2529,chr8:103250000-103840000,0.919723176,0.357717438,12,2.242112587
798,chr17:72940000-73590000,0.916535209,0.35938625,14,1.992303826
1991,chr5:176980000-177620000,-0.916490691,0.359409588,14,1.981383417
211,chr11:12340000-12930000,0.915744484,0.359800928,13,2.159814189
494,chr14:76140000-76910000,0.914663393,0.360368368,17,1.855343406
447,chr13:27940000-28560000,0.912939784,0.361274212,14,1.970558008
1280,chr22:27130000-28180000,0.911523951,0.362019372,22,2.273720162
2642,chr9:15190000-15660000,0.909744654,0.362957189,11,1.934709164
138,chr11:19040000-20390000,-0.909350067,0.36316537,28,1.827453174
133,chr11:13760000-14480000,0.908200474,0.363772314,15,1.970217401
933,chr19:16770000-17400000,0.907315627,0.364239913,13,1.891151546
2355,chr7:1580000-2430000,-0.905115325,0.365404294,18,2.155910281
44,chr10:62560000-63470000,-0.904658469,0.365646349,19,1.853920333
1115,chr1:111410000-111980000,0.902638705,0.366717677,12,2.084567277
87,chr10:61850000-62430000,0.901057973,0.367557497,12,1.963804639
2212,chr6:150200000-150710000,-0.900747455,0.367722611,11,2.052524548
2530,chr8:23600000-24290000,-0.897955679,0.369209179,14,1.93866027
492,chr14:91970000-93150000,0.897518412,0.369442353,24,2.158387126
2645,chr9:81960000-82600000,-0.896360455,0.370060281,13,1.851016715
2010,chr5:125930000-126830000,-0.894581959,0.3710106,19,1.896347399
45,chr10:76000000-76990000,-0.894204572,0.371212446,20,2.256972019
1258,chr21:40080000-40510000,0.893117082,0.371794476,10,1.871344128
1721,chr3:125420000-126200000,-0.890593028,0.373147541,16,1.967289892
550,chr14:32380000-32990000,-0.890485489,0.373205257,13,2.141032736
2517,chr8:141670000-142430000,0.890070566,0.373427997,16,2.334245656
1398,chr2:66610000-68250000,-0.889723597,0.37361432,33,1.978746871
1556,chr2:65860000-66590000,-0.888851809,0.374082728,15,2.015495135
1652,chr3:19070000-20230000,0.88832637,0.374365219,24,2.200516722
2509,chr8:20860000-21630000,0.886342906,0.375432775,16,1.945761306
2204,chr6:108280000-109410000,0.886337324,0.375435782,24,1.820807774
1642,chr3:56630000-58150000,0.885285747,0.376002535,31,2.254324964
895,chr19:14650000-16540000,0.884456856,0.376449642,38,2.054304325
1217,chr20:44600000-45070000,0.883781438,0.376814209,10,1.871139213
1892,chr4:73350000-73890000,-0.883487514,0.376972926,11,2.01643201
1336,chrX:11150000-11940000,0.883234608,0.377109527,16,2.185921243
1587,chr2:120450000-120930000,0.883039107,0.377215143,10,1.995842141
1946,chr4:4460000-4920000,-0.882971897,0.377251456,10,1.721596574
640,chr15:76470000-77180000,0.882849911,0.377317369,15,1.83983281
13,chr10:14530000-15200000,-0.882014967,0.377768714,14,2.059806659
1495,chr2:147770000-148670000,0.880470145,0.378604672,19,2.211690581
1673,chr3:137890000-139100000,0.878611909,0.379611737,25,1.904586693
267,chr12:51800000-53390000,-0.878385406,0.379734601,32,2.004795926
2251,chr6:16300000-16760000,-0.877862421,0.380018385,10,1.784331535
151,chr11:128880000-129660000,-0.876536107,0.380738656,17,1.96129358
2164,chr6:75950000-76550000,0.876073751,0.380989942,12,1.965172334
2580,chr8:25420000-25930000,-0.87526263,0.381431022,11,1.926645785
985,chr1:208170000-209720000,0.874443262,0.381876906,32,2.086961504
157,chr11:128030000-128720000,-0.874440582,0.381878365,15,1.913357372
2308,chr7:83570000-84640000,0.87433756,0.381934451,22,1.775753757
1987,chr5:17600000-18320000,-0.871908865,0.383258097,15,1.856233502
1285,chr22:48940000-49700000,0.871104746,0.383696963,16,2.105985105
