,tad,lambdan,p-value,n,max.lambdan
48,chr11:110320000-111370000,1.73E-15,1,11,1.689181747
49,chr11:34530000-35460000,1.26E-15,1,10,1.744959574
50,chr11:120200000-121480000,2.20E-15,1,13,2.015523065
51,chr11:15290000-16720000,-3.14E-15,1,16,1.899260398
52,chr11:105930000-107120000,-3.14E-16,1,13,1.715430821
53,chr11:26300000-27520000,-1.10E-15,1,13,1.71417627
54,chr11:19040000-20390000,4.55E-15,1,14,1.81636908
55,chr11:55670000-56570000,-3.30E-15,1,10,1.540333255
56,chr11:20670000-22160000,5.65E-15,1,16,1.94041594
57,chr11:59500000-60520000,3.77E-15,1,11,2.096712413
58,chr11:6800000-7820000,3.14E-15,1,11,1.749069109
59,chr11:10890000-12310000,5.02E-15,1,16,1.899446567
60,chr11:126190000-127410000,-2.36E-15,1,14,1.820993591
61,chr11:44090000-45810000,-9.42E-16,1,19,2.319847541
62,chr11:31360000-32240000,-1.88E-15,1,10,1.988417991
63,chr11:10800000-12010000,8.79E-15,1,13,1.768980461
64,chr11:15650000-16710000,3.30E-15,1,12,2.014740144
65,chr11:41520000-42530000,-1.26E-15,1,11,2.104190734
66,chr11:75110000-76220000,-1.88E-15,1,12,2.097466761
67,chr11:10930000-11810000,-1.10E-15,1,10,1.842336504
68,chr11:9780000-10760000,-3.14E-15,1,11,1.949841389
69,chr11:75110000-76420000,3.45E-15,1,14,2.280526959
70,chr11:131570000-132840000,8.32E-15,1,14,1.78744046
71,chr11:115190000-116140000,4.24E-15,1,11,1.930935055
72,chr11:112160000-113150000,1.26E-15,1,11,1.904013723
73,chr11:121520000-122420000,1.26E-15,1,10,1.762227784
74,chr11:93560000-94660000,-1.88E-15,1,12,2.028413742
75,chr11:19060000-19940000,6.28E-16,1,10,1.789439542
76,chr12:60280000-62590000,-3.45E-15,1,24,1.938275394
77,chr12:86420000-88390000,5.18E-15,1,20,1.667648347
78,chr12:60940000-62200000,1.73E-15,1,13,1.677078207
79,chr12:60920000-62420000,-3.14E-16,1,16,1.799975623
80,chr12:33180000-34140000,6.28E-16,1,11,1.581732295
81,chr12:104230000-105570000,6.28E-15,1,14,1.986879572
82,chr12:97180000-98850000,1.57E-15,1,18,2.251345413
83,chr12:65160000-66520000,5.02E-15,1,15,2.037793491
84,chr12:58620000-59590000,-1.10E-15,1,10,1.889275487
85,chr12:11680000-12900000,-2.67E-15,1,13,1.795626274
86,chr12:29600000-30980000,4.55E-15,1,14,2.219435305
87,chr12:38710000-39670000,-2.36E-15,1,10,1.974009803
88,chr12:128970000-130490000,-5.65E-15,1,16,1.994633773
89,chr12:13010000-14230000,2.04E-15,1,13,1.997485795
90,chr12:96960000-98850000,2.20E-15,1,20,2.297988952
91,chr12:54970000-56040000,-1.41E-15,1,12,1.707746313
92,chr12:27880000-29130000,2.20E-15,1,14,2.251345672
93,chr12:23320000-24980000,1.26E-15,1,17,2.134823257
94,chr12:78670000-79770000,-1.73E-15,1,12,1.688825024
95,chr12:31440000-32500000,-1.88E-15,1,11,1.979248635
96,chr12:91740000-93090000,9.42E-16,1,14,1.867260931
97,chr12:51800000-53390000,-3.14E-16,1,16,1.701134775
98,chr12:58360000-59590000,-3.61E-15,1,13,1.818640155
99,chr12:97370000-98810000,-3.14E-16,1,16,2.159620066
100,chr12:75870000-76970000,4.71E-16,1,12,2.11421131
101,chr12:131300000-132400000,-1.57E-15,1,11,1.658917097
102,chr12:78520000-79770000,-7.85E-16,1,13,1.939535803
103,chr12:18280000-19390000,1.26E-15,1,12,1.99149171
104,chr12:46380000-47410000,7.85E-16,1,12,1.843638039
105,chr12:118840000-120080000,0,1,13,1.841008152
106,chr12:110330000-111280000,-3.14E-15,1,10,2.119690108
107,chr12:124260000-125390000,-6.28E-16,1,12,1.735437423
108,chr12:44330000-45350000,2.04E-15,1,11,1.570831234
109,chr12:77420000-78350000,-1.88E-15,1,10,1.859605183
110,chr12:92160000-93080000,9.42E-16,1,10,1.610135466
111,chr12:88450000-89390000,-1.88E-15,1,10,1.819073306
112,chr12:94510000-95410000,1.57E-16,1,10,1.851025088
113,chr12:102290000-103200000,-3.61E-15,1,10,1.871188491
114,chr12:115080000-116310000,4.40E-15,1,14,2.202998327
115,chr12:120730000-121690000,-7.85E-16,1,10,1.8779228
116,chr13:112100000-113110000,1.73E-15,1,10,1.602093265
117,chr13:53740000-58030000,-1.41E-15,1,44,1.993174082
118,chr13:92780000-95060000,1.88E-15,1,24,1.964841399
119,chr13:68820000-69950000,-7.85E-16,1,12,1.733307768
120,chr13:30040000-31470000,2.20E-15,1,15,1.934711561
121,chr13:22180000-23280000,1.57E-16,1,12,1.751585266
122,chr13:22170000-23790000,-9.42E-16,1,17,2.416209378
123,chr13:51690000-52810000,-4.87E-15,1,13,1.612170922
124,chr13:88710000-89750000,-6.28E-16,1,11,1.754836587
125,chr13:25970000-27460000,-9.42E-16,1,16,2.027830817
126,chr13:30040000-31650000,-4.08E-15,1,17,1.946902197
127,chr13:36520000-37570000,-3.14E-16,1,11,1.740627795
128,chr13:65080000-66210000,-9.42E-16,1,13,1.87856814
129,chr13:84170000-85230000,3.14E-16,1,12,1.952676497
130,chr13:78700000-79920000,-2.51E-15,1,13,2.345375025
131,chr13:33150000-34410000,-1.57E-15,1,14,2.072652701
132,chr13:80190000-81510000,1.73E-15,1,15,1.897137553
133,chr13:73360000-74270000,1.10E-15,1,10,1.734957419
134,chr13:107810000-108800000,-2.36E-15,1,10,1.760344825
135,chr13:20750000-22080000,3.14E-16,1,14,2.040639514
136,chr13:76420000-77540000,2.51E-15,1,12,1.70772019
137,chr13:61170000-62050000,2.51E-15,1,10,1.840467241
138,chr13:43160000-44440000,2.20E-15,1,14,1.796482798
139,chr13:96720000-97620000,1.57E-15,1,10,1.630307337
140,chr13:41890000-42820000,-2.67E-15,1,11,1.781088054
141,chr13:27510000-28570000,-1.26E-15,1,11,2.482986554
142,chr13:47380000-48370000,-9.42E-16,1,11,1.713360077
143,chr13:40260000-41330000,-1.57E-16,1,12,2.005358823
144,chr13:98570000-99500000,3.14E-16,1,10,1.528779266
145,chr13:50650000-51650000,5.97E-15,1,11,1.512209644
146,chr13:44460000-45540000,-1.57E-15,1,12,1.704333205
147,chr13:109590000-110800000,6.28E-16,1,13,2.03101823
148,chr13:34740000-35730000,-6.28E-16,1,11,1.680222222
149,chr13:50510000-51650000,2.36E-15,1,12,1.66796323
150,chr13:46070000-46920000,-1.41E-15,1,10,1.732056354
151,chr13:100270000-101200000,2.36E-15,1,10,1.902249028
152,chr13:19020000-20190000,-1.88E-15,1,12,1.786006849
153,chr14:19360000-20720000,-3.14E-16,1,15,2.021397775
154,chr14:25800000-29120000,2.83E-15,1,34,1.907614849
155,chr14:46900000-49870000,9.42E-16,1,30,2.155047429
156,chr14:62670000-63560000,1.57E-16,1,10,1.626468591
157,chr14:64080000-64980000,-3.14E-16,1,10,2.073733316
158,chr14:23560000-24780000,1.41E-15,1,13,1.883942041
159,chr14:88360000-89460000,-7.85E-16,1,12,1.779738109
160,chr14:23560000-24910000,2.36E-15,1,15,2.330364263
161,chr14:23570000-24590000,-1.10E-15,1,11,1.857801666
162,chr14:105520000-107280000,-4.71E-16,1,18,2.499039444
163,chr14:50050000-51010000,1.26E-15,1,11,1.862103776
164,chr14:55890000-56940000,4.71E-15,1,12,1.914123648
165,chr14:97450000-99820000,-1.26E-15,1,25,1.940231638
166,chr14:66820000-67810000,-6.28E-16,1,11,2.291427569
167,chr14:62640000-63740000,7.85E-16,1,12,1.681147548
168,chr14:70240000-71320000,2.51E-15,1,12,1.816470227
169,chr14:33040000-34260000,-3.14E-16,1,13,1.858186571
170,chr14:91970000-93150000,1.10E-15,1,13,1.968242418
171,chr14:50050000-51320000,1.73E-15,1,14,2.274120323
172,chr14:45870000-46810000,1.10E-15,1,11,1.912002237
173,chr14:58920000-59940000,5.81E-15,1,11,1.935909658
174,chr14:63830000-64970000,6.28E-16,1,12,2.093231554
175,chr14:96000000-96950000,-1.88E-15,1,10,2.034293764
176,chr14:76140000-77140000,-1.26E-15,1,11,1.873974358
177,chr14:102830000-103860000,3.14E-16,1,11,1.601134734
178,chr14:79400000-80420000,2.67E-15,1,11,1.66506138
179,chr14:78300000-79310000,6.12E-15,1,11,1.740704987
180,chr14:31930000-32980000,-6.28E-16,1,11,1.97215096
181,chr14:53870000-54820000,4.55E-15,1,11,1.692227121
182,chr14:73490000-74520000,2.51E-15,1,12,1.890127428
183,chr14:35030000-36280000,3.14E-16,1,13,1.729397522
184,chr14:68290000-69310000,1.10E-15,1,12,1.860194449
185,chr14:89490000-90380000,-6.28E-16,1,10,1.985251997
186,chr15:41720000-43840000,-2.83E-15,1,22,1.95073634
187,chr15:74640000-76140000,-3.14E-15,1,16,1.914904971
188,chr15:76240000-77890000,2.51E-15,1,17,2.288855986
189,chr15:66860000-68530000,4.40E-15,1,18,1.924057964
190,chr15:66860000-68140000,1.88E-15,1,14,1.855616876
191,chr15:67160000-68520000,-9.42E-16,1,15,2.173616764
192,chr15:27120000-28280000,-1.88E-15,1,12,1.965788699
193,chr15:79580000-80530000,-4.71E-16,1,11,1.84726614
194,chr15:58480000-59970000,1.57E-15,1,16,1.88340241
195,chr15:72980000-74200000,2.20E-15,1,13,2.17506122
196,chr15:46000000-47450000,9.42E-16,1,15,2.008040705
197,chr15:68600000-69730000,9.42E-16,1,12,1.830492095
198,chr15:39000000-40050000,2.20E-15,1,11,1.770870339
199,chr15:93610000-94650000,1.57E-16,1,11,1.567691422
200,chr15:52160000-53040000,1.57E-16,1,10,1.975103568
201,chr15:47470000-48380000,1.41E-15,1,10,1.842616762
202,chr15:49510000-50450000,-9.42E-16,1,10,1.893347111
203,chr15:53070000-54040000,-4.71E-16,1,11,1.704600277
204,chr15:65690000-66820000,-2.20E-15,1,13,1.954421493
205,chr15:78190000-79070000,7.85E-16,1,10,1.623334392
206,chr15:64450000-65440000,7.85E-16,1,11,1.810607762
207,chr15:71110000-72020000,1.26E-15,1,10,1.782477795
208,chr15:42420000-43640000,-6.28E-15,1,13,2.047923209
209,chr15:64440000-65310000,-1.41E-15,1,10,1.745664448
210,chr15:56760000-57610000,1.57E-15,1,10,1.725575876
211,chr15:54240000-55450000,-4.40E-15,1,13,2.305015989
212,chr15:69760000-70840000,-2.20E-15,1,12,1.80676214
213,chr15:95790000-96890000,6.28E-16,1,12,2.100391264
214,chr16:58810000-62200000,5.97E-15,1,34,1.996221943
215,chr16:63380000-65230000,-3.30E-15,1,20,1.922395408
216,chr16:72130000-74150000,3.77E-15,1,21,2.280693691
217,chr16:19570000-20670000,-4.71E-16,1,12,2.086259282
218,chr16:47180000-48210000,1.57E-16,1,12,1.841324932
219,chr16:5490000-6710000,0,1,14,1.687231413
220,chr16:53560000-55450000,1.26E-15,1,20,1.866156598
221,chr16:72130000-74300000,2.51E-15,1,22,2.285371883
222,chr16:3190000-4460000,3.14E-15,1,14,2.015136829
223,chr16:74480000-75680000,-4.71E-16,1,13,1.907230762
224,chr16:88650000-90150000,-9.42E-16,1,16,2.530141031
225,chr16:82270000-83570000,-8.01E-15,1,14,1.686533692
226,chr16:23660000-24520000,9.42E-16,1,10,1.562015875
227,chr16:25280000-27120000,-4.08E-15,1,20,1.933070567
228,chr16:12410000-13980000,-2.20E-15,1,16,2.207758118
229,chr16:6750000-8440000,2.98E-15,1,18,1.847013587
230,chr16:9250000-10290000,-1.10E-15,1,11,1.623687542
231,chr16:65270000-66160000,2.04E-15,1,10,1.902771165
232,chr16:74700000-75680000,-6.28E-16,1,10,1.812268023
233,chr16:75810000-77210000,-2.36E-15,1,15,2.176029841
234,chr16:46500000-48670000,-3.77E-15,1,22,1.892935821
235,chr16:62220000-63290000,1.41E-15,1,11,1.758202512
236,chr16:48690000-49970000,4.24E-15,1,14,1.975101654
237,chr16:34170000-35280000,7.22E-15,1,12,1.821153855
238,chr16:57590000-58790000,3.14E-16,1,13,1.998572407
239,chr16:50940000-52020000,-2.67E-15,1,12,1.963613718
240,chr16:75820000-76760000,1.57E-16,1,10,1.916574773
241,chr16:46510000-48240000,-5.50E-15,1,18,1.898245009
242,chr16:5710000-6700000,-1.88E-15,1,10,1.637432355
243,chr16:11040000-11950000,-1.57E-15,1,10,2.068625048
244,chr16:77240000-78110000,-1.10E-15,1,10,1.562915706
245,chr16:740000-1980000,7.85E-16,1,13,2.175048948
246,chr16:2020000-3000000,0,1,10,1.82370515
247,chr16:56450000-57570000,6.28E-16,1,12,2.021135246
248,chr16:83920000-85040000,4.71E-16,1,12,1.891544575
249,chr16:86080000-87330000,2.20E-15,1,14,1.973695197
250,chr16:68400000-69330000,4.55E-15,1,10,1.840881773
251,chr16:12980000-13960000,9.42E-16,1,11,2.001406583
252,chr16:72130000-73240000,4.71E-15,1,12,2.02823968
253,chr16:78480000-79640000,4.71E-15,1,13,1.707671331
254,chr16:72140000-73110000,3.77E-15,1,11,1.934007208
255,chr16:79650000-80510000,4.55E-15,1,10,2.025838251
256,chr17:60700000-61690000,1.10E-15,1,10,1.606923276
257,chr17:9730000-10650000,-1.73E-15,1,10,1.817813281
258,chr17:19890000-20890000,1.88E-15,1,11,1.670507203
259,chr17:60430000-61690000,1.88E-15,1,13,2.088584022
260,chr17:25310000-26660000,1.73E-15,1,14,2.003861773
261,chr17:68630000-70550000,-1.57E-15,1,20,1.93248126
262,chr17:78050000-78990000,3.45E-15,1,10,1.628791819
263,chr17:5400000-6900000,-5.65E-15,1,15,2.085599541
264,chr17:40020000-41390000,-7.85E-16,1,14,2.089871959
265,chr17:74740000-76070000,-3.14E-15,1,14,2.134642624
266,chr17:38770000-39820000,2.04E-15,1,12,1.840386389
267,chr17:3750000-4840000,1.26E-15,1,12,1.819849513
268,chr17:57280000-58140000,6.28E-16,1,10,2.276938667
269,chr17:8250000-9480000,-6.28E-15,1,13,2.014255824
270,chr17:64190000-65050000,-3.61E-15,1,10,1.809634864
271,chr17:16780000-17990000,-4.71E-16,1,13,1.825758591
272,chr17:67550000-68590000,-2.67E-15,1,11,1.66237801
273,chr17:53880000-54840000,2.20E-15,1,11,2.075121889
274,chr17:10800000-11840000,1.88E-15,1,11,1.789581954
275,chr17:27900000-29070000,4.71E-16,1,12,1.787881297
276,chr17:12060000-12930000,1.73E-15,1,10,1.990756078
277,chr17:5460000-6330000,1.88E-15,1,10,1.566742099
278,chr17:63220000-64160000,-1.57E-16,1,10,1.967774169
279,chr18:68270000-70250000,-2.51E-15,1,21,1.896813666
280,chr18:64870000-66430000,-1.41E-15,1,17,1.740459057
281,chr18:32800000-34260000,2.04E-15,1,15,1.788687736
282,chr18:32570000-34400000,9.42E-16,1,19,1.913789404
283,chr18:70340000-71600000,-4.71E-16,1,13,1.795710544
284,chr18:57120000-58310000,-9.42E-16,1,13,1.790735039
285,chr18:32790000-34410000,-1.10E-15,1,18,1.795248804
286,chr18:20350000-21730000,2.83E-15,1,15,2.006166753
287,chr18:2780000-3680000,-9.42E-16,1,10,1.689132684
288,chr18:6960000-8440000,2.20E-15,1,16,1.954308931
289,chr18:59840000-61120000,0,1,14,2.227137538
290,chr18:39620000-41040000,9.42E-16,1,15,2.216430866
291,chr18:22080000-23470000,3.61E-15,1,15,1.787904691
292,chr18:8580000-9780000,-3.14E-16,1,13,2.408048027
293,chr18:75770000-76740000,9.42E-16,1,11,1.676831718
294,chr18:55850000-56820000,1.57E-15,1,11,1.83179107
295,chr18:53020000-54250000,-6.28E-16,1,13,1.839518367
296,chr18:47020000-47980000,-4.71E-16,1,10,1.979702698
297,chr18:31390000-32390000,-4.71E-16,1,11,1.796426334
298,chr18:28560000-29720000,-9.42E-16,1,13,1.861349054
299,chr18:18510000-20310000,6.28E-16,1,19,2.391559358
300,chr18:43690000-44540000,-1.57E-15,1,10,1.990439049
301,chr18:18530000-19530000,2.51E-15,1,11,1.834230393
302,chr18:54380000-55220000,-9.42E-16,1,10,1.542424599
303,chr18:4070000-5060000,2.36E-15,1,11,1.698419995
304,chr18:77110000-78010000,6.28E-16,1,10,1.863375059
305,chr19:52280000-54160000,-2.51E-15,1,20,2.355835505
306,chr19:8740000-9920000,6.28E-16,1,13,2.062547847
307,chr19:33080000-34650000,2.51E-15,1,17,1.91289588
308,chr19:13230000-14630000,4.71E-16,1,15,2.2235601
309,chr19:15130000-16330000,5.65E-15,1,13,1.911742353
310,chr19:14660000-16330000,-1.88E-15,1,18,1.84867365
311,chr19:14650000-16540000,2.20E-15,1,20,1.961402708
312,chr19:36790000-38330000,-1.26E-15,1,17,2.236187565
313,chr19:15140000-16140000,5.34E-15,1,11,1.935654943
314,chr19:14810000-16140000,-2.36E-15,1,14,1.635168884
315,chr19:13060000-14620000,-2.04E-15,1,17,2.228956967
316,chr19:45390000-46210000,1.73E-15,1,10,2.005407621
317,chr19:5970000-6920000,-2.04E-15,1,11,1.529937497
318,chr19:29960000-31150000,1.26E-15,1,13,2.042535433
319,chr19:35530000-36590000,-3.93E-15,1,11,2.027517572
320,chr19:18540000-19460000,2.51E-15,1,10,2.022346741
321,chr19:31200000-32740000,2.51E-15,1,16,1.783496996
322,chr19:50660000-51610000,1.73E-15,1,11,1.758654861
323,chr19:11710000-12780000,-9.42E-16,1,11,1.855792776
324,chr19:49130000-50360000,-1.26E-15,1,13,1.630355588
325,chr19:52340000-53470000,6.59E-15,1,12,1.863450887
326,chr19:57740000-59100000,1.10E-14,1,14,2.170299243
327,chr19:1870000-2830000,8.16E-15,1,11,1.76469817
328,chr19:33680000-34630000,-4.71E-16,1,11,1.811493176
329,chr1:71560000-72530000,-1.57E-16,1,11,1.814719244
330,chr1:208270000-209450000,-3.93E-15,1,13,1.848497046
331,chr1:216910000-218360000,5.81E-15,1,15,1.959697447
332,chr1:14370000-15420000,-9.42E-16,1,12,1.944400419
333,chr1:17420000-19190000,1.73E-15,1,18,2.332762269
334,chr1:68990000-70220000,1.26E-15,1,14,1.750499393
335,chr1:149840000-151240000,4.40E-15,1,15,2.124459954
336,chr1:95990000-97150000,1.57E-15,1,13,2.165763822
337,chr1:210010000-211420000,-8.16E-15,1,15,2.020067656
338,chr1:165560000-166540000,1.88E-15,1,11,1.637584164
339,chr1:210240000-211420000,1.88E-15,1,13,1.808317432
340,chr1:163350000-165040000,-3.45E-15,1,18,1.837901255
341,chr1:171550000-172530000,-6.28E-16,1,11,2.02798786
342,chr1:160050000-161130000,-9.42E-16,1,12,1.670789692
343,chr1:87580000-89060000,9.42E-16,1,16,2.124194038
344,chr1:178260000-179600000,1.10E-15,1,14,1.796815414
345,chr1:89360000-90470000,3.14E-16,1,12,1.727083167
346,chr1:8010000-8930000,1.26E-15,1,10,1.770367709
347,chr1:172650000-173940000,2.98E-15,1,14,1.819644753
348,chr1:172680000-174040000,1.57E-16,1,15,1.919713028
349,chr1:178270000-179810000,-2.51E-15,1,17,1.89029375
350,chr1:106520000-107720000,-1.41E-15,1,13,1.65776852
351,chr1:221610000-222620000,6.28E-16,1,11,1.976008908
352,chr1:231900000-233400000,-1.41E-15,1,15,1.80425893
353,chr1:230750000-231760000,3.30E-15,1,11,1.693318591
354,chr1:49390000-50790000,-6.28E-16,1,15,1.604211726
355,chr1:57290000-58920000,8.16E-15,1,18,2.092555534
356,chr1:57290000-58790000,5.65E-15,1,16,1.993749776
357,chr1:155150000-156300000,1.57E-16,1,12,1.973874163
358,chr1:236770000-237760000,0,1,11,2.017143071
359,chr1:208170000-209720000,4.71E-15,1,17,1.964559915
360,chr1:175000000-176210000,5.65E-15,1,13,2.208955613
361,chr1:176860000-177940000,2.67E-15,1,12,1.883910564
362,chr1:228780000-229730000,1.88E-15,1,11,1.740053901
363,chr1:94400000-95530000,-2.20E-15,1,12,1.809435503
364,chr1:41710000-42650000,-1.57E-16,1,10,1.82326558
365,chr1:227630000-228740000,1.57E-16,1,12,1.971749718
366,chr1:10550000-11860000,9.42E-16,1,14,1.857465966
367,chr1:218430000-219980000,2.51E-15,1,16,2.07606874
368,chr1:168300000-169360000,-6.12E-15,1,11,1.744297494
369,chr1:245250000-246650000,1.57E-15,1,15,1.929480702
370,chr1:100210000-101350000,-1.57E-15,1,12,2.229336996
371,chr1:55750000-57180000,-1.57E-16,1,15,2.750302824
372,chr1:115660000-116560000,-4.71E-16,1,10,1.609139056
373,chr1:85760000-86780000,-2.36E-15,1,11,1.977394096
374,chr1:217000000-217970000,2.36E-15,1,10,1.929664932
375,chr1:50820000-51760000,3.61E-15,1,10,1.87671456
376,chr1:6740000-7810000,-1.10E-15,1,12,1.701349744
377,chr1:228780000-229630000,9.42E-16,1,10,1.714656085
378,chr1:155160000-156040000,3.14E-16,1,10,2.210200097
379,chr1:34090000-35230000,-1.57E-15,1,13,2.215458524
380,chr1:101980000-102930000,-3.14E-16,1,11,1.754027078
381,chr1:90530000-91660000,1.57E-15,1,12,2.223485144
382,chr1:61390000-62360000,1.10E-15,1,11,1.776895733
383,chr1:97420000-98520000,2.67E-15,1,12,1.715607746
384,chr1:169860000-170910000,7.85E-16,1,12,2.097248366
385,chr1:213410000-214330000,-4.55E-15,1,10,1.737726591
386,chr1:17800000-19170000,-2.04E-15,1,14,1.892359052
387,chr1:54300000-55340000,1.57E-16,1,11,1.725005336
388,chr1:115490000-116330000,-1.41E-15,1,10,1.992877021
389,chr1:74270000-75200000,1.41E-15,1,10,1.641678748
390,chr1:99210000-100160000,-3.30E-15,1,10,1.638152172
391,chr1:76590000-77590000,9.42E-16,1,11,1.815249122
392,chr1:15850000-16820000,-3.14E-16,1,11,1.722641636
393,chr1:84360000-85240000,3.30E-15,1,10,1.855131875
394,chr1:111400000-112320000,2.20E-15,1,10,1.717625258
395,chr1:158130000-159070000,-1.41E-15,1,10,1.68084438
396,chr1:87590000-88460000,7.85E-16,1,10,1.849327914
397,chr1:214860000-215720000,4.71E-16,1,10,1.8518352
398,chr1:32550000-33590000,-1.88E-15,1,11,1.773426005
399,chr1:52500000-53660000,2.04E-15,1,12,1.722522831
400,chr1:243500000-244480000,-1.88E-15,1,10,2.047422984
401,chr1:59170000-60250000,6.28E-16,1,12,2.070828166
402,chr1:118620000-119580000,3.14E-16,1,10,1.915335227
403,chr1:35310000-36270000,9.42E-16,1,10,2.220284274
404,chr1:43650000-44520000,-1.26E-15,1,10,2.082327503
405,chr1:36960000-37900000,-2.36E-15,1,10,1.794366087
406,chr1:9650000-10520000,-1.41E-15,1,10,2.097184719
407,chr20:40570000-41710000,9.42E-16,1,13,2.027683103
408,chr20:6100000-7890000,-5.34E-15,1,18,2.545203441
409,chr20:53310000-54800000,-7.85E-16,1,15,1.955580326
410,chr20:37720000-39580000,-1.10E-15,1,19,1.933387325
411,chr20:37730000-39340000,3.14E-16,1,17,1.871343249
412,chr20:11600000-12810000,3.14E-15,1,13,1.726598585
413,chr20:58590000-60500000,1.26E-15,1,20,2.372275811
414,chr20:30340000-31360000,-2.83E-15,1,11,1.984580619
415,chr20:40350000-41990000,4.71E-16,1,17,1.830642227
416,chr20:22290000-23320000,4.71E-16,1,12,1.709245091
417,chr20:35800000-37050000,-1.41E-15,1,13,1.95755242
418,chr20:36180000-37040000,6.28E-16,1,10,1.769700253
419,chr20:14290000-15220000,1.10E-15,1,11,1.789765324
420,chr20:18570000-19650000,4.71E-16,1,12,2.176810707
421,chr20:10520000-11540000,-3.61E-15,1,11,1.764896475
422,chr20:46310000-47230000,3.61E-15,1,10,1.55959683
423,chr20:24080000-24920000,9.42E-16,1,10,1.621882891
424,chr20:10660000-11530000,-2.04E-15,1,10,1.765158291
425,chr21:20130000-22180000,1.10E-15,1,21,1.99442029
426,chr21:22360000-24190000,2.04E-15,1,19,1.760652555
427,chr21:28140000-30130000,6.28E-16,1,21,1.821557123
428,chr21:41330000-42470000,-2.20E-15,1,12,1.668825936
429,chr21:41110000-42470000,2.20E-15,1,14,1.640267445
430,chr21:35020000-36010000,3.61E-15,1,11,1.731676949
431,chr21:40890000-42490000,1.73E-15,1,17,1.81060977
432,chr21:46360000-47380000,2.83E-15,1,11,1.751474992
433,chr21:33990000-34900000,3.14E-15,1,10,1.769734308
434,chr21:45750000-48100000,1.57E-15,1,24,2.446028984
435,chr21:37490000-38330000,6.28E-16,1,10,1.85785805
436,chr21:31370000-32450000,-1.26E-15,1,12,2.001506449
437,chr21:36060000-37410000,-3.77E-15,1,15,2.380922847
438,chr22:18880000-19930000,2.51E-15,1,12,2.108279704
439,chr22:33620000-35640000,-3.14E-15,1,21,2.558916139
440,chr22:29710000-31720000,6.75E-15,1,21,1.922304892
441,chr22:25460000-26780000,-1.57E-16,1,14,1.722961398
442,chr22:42060000-43530000,-3.14E-16,1,16,1.95052017
443,chr22:50150000-51230000,9.42E-16,1,12,1.676447482
444,chr22:43590000-45150000,4.71E-16,1,17,1.81354849
445,chr22:42060000-43000000,-4.71E-16,1,10,1.805867044
